baseline,rolling_average,triangular,weibull
50.0,51.73707833923255,53.34894011772748,62.4
59.0,52.398184682189516,60.872006940667276,57.8
59.0,59.50088833070269,68.2875907517764,43.1
59.0,60.13325681131549,54.847533871606494,60.0
59.0,60.4240458329654,56.15101710139511,70.6
59.0,61.758623463987874,59.81927453282056,48.7
59.0,61.54607864295453,59.24572318503251,56.1
59.0,56.63594462119858,45.99631150712062,73.6
59.0,57.66446481026638,59.23365896982595,73.2
59.0,55.365277366899946,71.91906875131801,71.8
59.0,55.17225438265183,51.08955412821638,58.0
59.0,60.59024938268258,46.226736281718814,56.0
59.0,60.48455350753193,66.50835200934294,64.9
59.0,57.8849553511069,52.981727812196326,71.3
59.0,60.08819074541522,71.15209130070774,70.3
59.0,57.38812766289296,56.796081021594716,74.0
59.0,57.127520933967446,60.270969631936076,65.6
59.0,59.09444373426649,60.9480248547487,70.8
59.0,61.40758684844977,65.0892081079808,43.9
59.0,62.29330341395139,59.24549441955352,55.3
59.0,63.71148113391868,53.3569957625921,61.5
59.0,64.8542442172832,60.057674297931555,47.1
59.0,64.23499991812243,45.13703488705129,74.5
59.0,59.95493103413901,46.81735657100052,43.7
59.0,59.408608871486976,58.41293761965247,66.7
68.0,68.20399410385707,70.2544393555107,57.0
68.0,70.29911034702046,61.74153363098438,81.0
68.0,67.84608119239857,60.9332252389958,69.3
68.0,68.56540603887473,63.92377537720431,54.3
68.0,68.5773615232199,71.40260356900068,86.0
68.0,64.33962000575931,81.18594960910735,71.0
68.0,62.3731862061998,64.85006919236652,78.3
68.0,63.77414171647533,61.8538067186596,43.2
68.0,69.2485736041402,69.18019052453394,78.1
68.0,71.62547466311443,71.10511119069886,90.0
68.0,68.59260619621423,66.75214485094719,80.5
68.0,64.70572658538342,74.22472807133991,60.2
68.0,70.4752058562129,88.80049198218393,51.8
68.0,72.32664178460833,57.28456012712695,60.6
68.0,74.53048361276052,77.62741149623324,68.5
68.0,70.40587948705624,70.73617867973925,65.7
68.0,67.07057982980609,67.00519570762684,48.3
68.0,66.76632675539679,72.03051159864769,66.9
68.0,64.63541211810515,51.10514121284373,56.7
68.0,62.69704524331421,43.292582330061975,44.5
68.0,62.74475072784786,71.46090460589487,77.6
68.0,69.49263288294077,59.74359434680389,70.4
68.0,67.49798051276555,81.43656122757083,70.6
68.0,63.36132795481495,62.09726907838403,68.0
50.0,54.692737506042675,41.70121842122401,38.6
50.0,55.17375897970542,44.840084159481805,66.0
50.0,53.128917395065976,38.59972241182116,64.0
50.0,54.3362831050396,59.287170477431545,53.0
50.0,48.99976073411716,53.48210581963059,44.9
50.0,51.91776803556082,40.085022616745526,48.6
50.0,48.59995680579762,63.831312893722654,35.5
50.0,51.650146192488364,46.95615218380463,58.4
50.0,53.51354253392046,37.42141331833197,38.7
50.0,48.69946548992746,51.35138252790822,48.5
50.0,48.31090848185322,47.24960652998996,61.7
50.0,52.40965769379274,59.023946723936376,49.4
50.0,54.503980517740374,48.290909884484336,43.2
50.0,51.45239226052883,38.70760394496089,37.7
50.0,52.627507913006475,49.14796108420282,51.2
50.0,49.80267870976947,57.83808895738026,65.9
50.0,47.067901381956794,51.22729686454702,50.6
50.0,45.41161911025429,66.70306630934417,33.9
50.0,50.51014792475378,42.740573260342586,38.4
50.0,52.545299918996776,59.82928298928914,44.6
50.0,51.367121201694474,45.62546701326835,50.1
50.0,52.249397694784065,47.20606746116679,55.3
50.0,53.276718025305776,48.73197417724191,50.4
50.0,52.32044481456592,38.83160172143208,41.7
73.0,65.3423544371766,71.90083791757012,70.4
73.0,66.84180104482317,71.13689984449503,73.9
73.0,70.54087878432567,72.048301800804,61.4
73.0,72.23900229754727,76.58786335564508,78.2
73.0,69.66176814195482,65.32714367972,62.4
73.0,74.1996519391737,76.12448837300464,77.4
73.0,75.10740180693907,71.89758647272949,74.6
73.0,73.59300413977189,77.34016291781387,78.4
73.0,71.44987809127889,63.81297128035722,79.6
73.0,75.29363711970265,62.98280502062538,79.4
73.0,72.71866758121939,73.8764518380698,67.4
73.0,76.40117460482482,75.49148716827371,71.5
73.0,77.50752716135781,74.7964112401283,80.0
73.0,73.05189190157242,70.2531602074956,79.3
73.0,76.1923142864778,72.77481154533058,60.9
73.0,72.38190717286354,63.357161991411914,61.6
73.0,69.897830688026,71.41507398948735,63.2
73.0,73.66054440249496,72.21252493528914,64.2
73.0,72.19160849265927,75.73661885058227,78.5
73.0,74.01420725579086,73.00949685076341,74.0
73.0,70.5620306390739,70.47044908927415,71.0
73.0,72.24784616082957,72.0972946292902,71.6
73.0,71.569383275931,72.33195985728733,74.1
73.0,70.69446772163421,64.37920938775233,77.1
67.0,65.68257441349007,64.93388198151281,54.8
67.0,63.56080646174861,69.0618425849087,50.9
67.0,65.74327123892449,64.62531656517534,66.1
67.0,66.81585748676851,65.8383019007074,67.2
67.0,63.73025119665756,67.6131692605434,55.8
67.0,62.08599130151646,68.0493304810166,65.9
67.0,63.04155175426676,62.11561051644564,55.0
67.0,67.00266942702919,66.12892018604171,64.3
67.0,65.52224537558412,63.30112247112599,64.4
67.0,65.66244248754968,64.92089614320882,53.4
67.0,67.1699137381249,66.72365228060774,67.3
67.0,68.49337641471688,57.8470176574481,55.5
67.0,70.0,62.07024013836512,62.8
67.0,70.0,68.15751919904324,55.1
67.0,69.82973360471054,58.481061842750385,62.0
67.0,68.99489318658073,66.7986503676521,56.9
67.0,64.914784596116,66.78387505103929,59.4
67.0,65.1549621253279,66.51470479730133,56.8
67.0,67.06888123478758,67.33369249915835,52.8
67.0,64.90838956289758,66.82448572314365,60.5
67.0,66.13193437095391,64.37062556074478,64.0
67.0,69.18879512507961,68.5058876628761,54.5
67.0,67.68557192160313,66.79599971991932,57.9
67.0,66.46677436226688,64.2079063024264,50.5
66.0,67.09665719643554,65.93086873572123,67.4
66.0,62.346880004451606,74.60060159346749,62.4
66.0,62.158877768971934,56.23680705362736,73.0
66.0,64.2071842110889,57.3505931327701,82.7
66.0,67.15255144781314,67.22722038273118,89.1
66.0,66.26151358354997,63.824130459081516,61.4
66.0,68.93343888789298,70.35609650471812,63.6
66.0,64.35432405088378,83.57440772461453,60.6
66.0,68.89380530948289,61.024185005093884,89.3
66.0,64.67944659037431,60.60582878744152,84.6
66.0,68.3712551559188,61.39436763507591,55.4
66.0,66.49459528328731,69.79718056139738,82.0
66.0,65.539631629572,85.63624459775339,65.8
66.0,61.8784202179701,79.48735654712254,53.6
66.0,64.17337163672715,75.46956469977904,68.2
66.0,61.715924899882225,65.962049824301,54.9
66.0,66.70779001377811,79.39401937367488,74.4
66.0,66.61631479007019,72.48875007765977,68.6
66.0,63.9420146041582,53.819441480232655,85.4
66.0,64.99831117439123,52.829558678993905,81.3
66.0,64.43402156122929,57.68501852229282,65.1
66.0,67.69626146238498,66.38855719125817,72.7
66.0,66.18904050591257,68.66570918094226,63.2
66.0,66.32909940785987,63.04934917981264,82.7
33.0,49.040646285432096,40.62366922451103,40.1
33.0,41.12317188736269,45.54668149269674,35.6
33.0,35.151403289270085,31.97273676720452,46.2
33.0,33.81168468320644,37.2598068963201,31.6
33.0,35.404095071587406,27.483333406621483,46.0
33.0,33.31879474991269,20.894712011479566,35.2
33.0,32.78501593393314,26.33622263510234,41.3
33.0,35.14691295848272,36.6944265565251,45.6
33.0,33.114589633970084,12.819539493449803,36.7
33.0,35.33406104163548,33.77900071027711,43.2
33.0,33.03347770319042,41.57816175465935,34.8
33.0,33.39320614642612,33.6299050839762,47.6
33.0,34.81270367251692,43.31531372992841,21.0
33.0,33.352441686044465,30.218837641713407,32.9
33.0,32.54439623333489,30.57861076978595,33.9
33.0,32.11138507346034,20.419143477864964,31.3
33.0,34.56952853522432,31.395537611037966,38.9
33.0,32.768178044183784,43.169335710990644,22.4
33.0,34.02631157455909,23.99564413988128,36.4
33.0,32.278791474881274,35.094553985413185,32.5
33.0,34.74276411588539,35.577528442004834,44.8
33.0,33.08267453003073,34.23778406530647,49.5
33.0,34.13828589186956,34.62625659952098,15.8
33.0,34.28746005017625,46.700414471960116,48.0
47.0,38.887868233247204,48.35942602976197,41.3
47.0,43.227937372814864,46.78824216260574,37.4
47.0,43.593214687124316,48.7081489030909,48.8
47.0,44.1394382283362,39.52747938049078,39.1
47.0,43.30385520286826,42.335143705468155,47.0
47.0,46.22245142004596,47.71433793414309,33.2
47.0,46.75562304747025,50.349731619043055,44.5
47.0,44.73952022195758,46.30184192616497,36.6
47.0,44.856348455397224,42.59896948258256,34.8
47.0,44.74934172678728,33.27659535654031,44.0
47.0,44.67342566331505,44.350967211502855,40.5
47.0,44.44623691353168,53.29769238502787,58.6
47.0,43.72252497029565,58.92354971726263,32.6
47.0,47.359383792887385,54.654753765319676,56.2
47.0,49.07355288390314,50.91293813740345,47.7
47.0,46.43006341276694,42.77176686817499,57.5
47.0,48.82699686053758,46.64275985900258,58.3
47.0,46.30796321503213,44.44438012818055,56.9
47.0,49.528001515321776,52.86550437362694,45.9
47.0,46.130842364958326,32.999998220946374,42.6
47.0,48.90060190443192,37.77658741063759,37.4
47.0,50.50625638976142,50.53209674787617,38.5
47.0,46.501013737727455,53.92817085639578,48.8
47.0,44.600297978117965,49.90074237875482,37.9
32.0,36.56245793271681,37.12807917256531,29.1
32.0,33.863513858706554,20.168427725405298,53.1
32.0,33.63645422668727,19.575516262355514,28.9
32.0,33.88405535944012,32.483122601971324,59.6
32.0,33.14158607861843,46.33703004669818,31.0
32.0,33.7476138391527,31.49115502974968,57.6
32.0,31.386326567184383,26.213063299873216,35.3
32.0,28.821009427919286,17.758633706122453,26.6
32.0,32.85454916771442,42.15736993829952,50.5
32.0,29.439952697827355,46.15906645623606,54.2
32.0,29.387379973383233,23.42181080883765,52.8
32.0,28.179477256398616,42.124902685120304,57.6
32.0,29.33744312524259,36.068297428842676,47.4
32.0,32.2779820624366,22.936836088269523,48.1
32.0,34.86966274465176,43.67512109325176,29.4
32.0,33.895334087926955,17.972776902720753,57.2
32.0,31.20937440802674,36.94265192698495,56.8
32.0,32.9208918600707,27.770615023617978,45.5
32.0,33.39553232743241,34.75604225249018,56.1
32.0,29.984867219189983,44.79539586057117,41.6
32.0,33.535111871132486,19.487004428272925,17.3
32.0,35.38550709578656,24.86155397956394,33.8
32.0,31.477111636663338,43.437718867784156,41.7
32.0,30.10739977331156,31.21055014888383,57.2
43.0,36.180492182353156,32.77089195884356,34.0
43.0,37.466619341533956,39.51792489915047,46.4
43.0,38.103462149263095,50.91947266223461,45.3
43.0,40.63857385425055,52.577341797833256,57.0
43.0,39.189822298837534,52.06139373463463,24.2
43.0,38.657002473179276,45.991361786932494,26.1
43.0,39.759032376700944,44.12717413007245,60.0
43.0,39.08219906017868,48.80457554394724,32.4
43.0,41.73079993893016,53.01640054910267,53.0
43.0,41.60093281077623,45.63927085307464,39.6
43.0,43.56131475112038,36.1276186037314,36.5
43.0,44.943870080589164,42.35305085900892,58.3
43.0,45.67038446989195,44.358466623609026,59.2
43.0,43.624973211922836,29.274165893567222,38.7
43.0,42.163559495771416,33.035649115970486,46.2
43.0,43.140105941124006,38.66552481519434,49.8
43.0,42.430953259719494,34.83358998531295,25.0
43.0,43.04470707200612,41.85230750246804,55.8
43.0,45.249910274578994,43.16606144967956,53.3
43.0,42.73088672064353,39.691634146743866,58.4
43.0,45.37355256926933,54.391107577493436,55.1
43.0,43.73361207015847,42.72520411499477,41.5
43.0,43.387193059399834,41.70959100162473,44.7
43.0,46.114025227644575,48.50310082058609,37.4
33.0,41.27341874656395,44.27682732352994,38.9
33.0,36.146594427793346,37.87330696791868,58.8
33.0,35.91699311623546,28.55127625813716,47.1
33.0,34.36662386613645,29.193228682317766,47.6
33.0,31.80012235270432,22.307591637399817,59.1
33.0,35.2072565602824,36.611590822469395,47.1
33.0,33.49824779143152,21.64583468430598,57.3
33.0,33.77597830657631,25.944602877329693,47.6
33.0,33.50554493674863,45.909668575924286,49.9
33.0,35.22348878989756,31.18913874713542,59.9
33.0,34.25102788471713,30.86724747926914,35.7
33.0,35.77828925699326,26.122670816343735,58.6
33.0,32.58258573544803,44.848789580022235,15.5
33.0,33.98484605162306,16.60175067299983,32.8
33.0,30.6352196143412,18.556349667713846,33.8
33.0,28.95314774259022,35.98956603410387,21.7
33.0,28.875314403447142,50.85777290402521,17.7
33.0,32.20183844692437,30.460862791204377,57.1
33.0,33.22436245999299,39.13964913100156,32.7
33.0,32.07418995805533,46.31048531049197,47.7
33.0,35.34270966650844,37.04205788425067,28.9
33.0,36.40187379864285,17.582308380114306,26.0
33.0,34.15276496655596,21.387161994736864,29.0
33.0,35.46515407208419,39.015191169671084,47.7
46.0,37.80725896549128,34.86174326416371,30.5
46.0,40.305191721460346,46.277905891881844,58.7
46.0,40.423665363210176,45.57413355765984,49.3
46.0,45.08656629396004,34.764018979889855,40.3
46.0,44.10180345115923,46.540472482253406,50.9
46.0,42.931930574088895,46.09977245927774,46.6
46.0,41.9477448388175,39.353639901751194,59.1
46.0,43.6670467575386,50.512325619290515,34.8
46.0,45.28601288694604,49.052932150964075,52.9
46.0,43.77693116950827,43.40556327222288,59.9
46.0,44.69295162687722,47.99138225229203,50.3
46.0,46.926598917321584,48.77398427129,33.9
46.0,43.677018439842215,47.16929038172112,46.8
46.0,42.92498765895945,50.08614476026513,46.1
46.0,44.92974162099083,39.115034924026865,37.0
46.0,45.81088323056822,50.08802518449205,59.0
46.0,46.843680231724704,58.336201627023556,56.9
46.0,44.898352050608196,48.77276682120308,59.3
46.0,45.02017797772177,37.929978304631646,56.4
46.0,48.202599686627785,40.289360835068166,48.9
46.0,49.02315055064511,50.57445621275703,58.1
46.0,46.5622630424899,42.16199271419897,58.0
46.0,46.888512810964706,48.90257587972924,49.7
46.0,45.23613758951602,52.60966876816648,31.9
71.0,62.03759614108625,78.6690366090875,44.2
71.0,71.18685737815102,86.07550132798083,69.2
71.0,76.44135701401058,66.41926116152814,99.9
71.0,76.05102145776556,39.41002906479642,81.3
71.0,78.9599313616796,92.9245449570425,53.0
71.0,71.83962787323023,53.76207173899843,36.9
71.0,70.2443584977921,85.12454819053892,83.8
71.0,68.93764197386594,62.752528311850384,49.5
71.0,68.08842693776879,38.45657174125867,56.0
71.0,67.96118989541345,83.08921231560024,66.4
71.0,71.32625402336836,73.61986969515812,77.5
71.0,69.84627447892416,98.4693832196757,99.5
71.0,74.37791653512338,52.74214361507008,97.6
71.0,68.6655381456195,78.73693658954127,37.4
71.0,65.86213490661478,95.29730821268203,28.8
71.0,63.5089786749409,99.59889016406946,83.0
71.0,62.616836176245776,77.4493070516367,41.5
71.0,62.9387997282693,55.29787588113744,47.6
71.0,65.72664774584652,51.679929871293155,55.7
71.0,72.56320690963346,88.91076618190554,87.3
71.0,72.06002583502095,50.881756663672704,93.3
71.0,70.90385780774784,65.9748307286832,93.0
71.0,67.02808308257481,69.79927738188044,105.6
71.0,68.27374577253852,88.2260246422954,42.5
55.0,58.72115788980249,30.83875348278979,41.9
55.0,52.743910427688334,72.24386930691428,37.8
55.0,57.0195918637603,55.89842127349862,80.5
55.0,51.53327605186686,66.78022622597052,55.3
55.0,51.54343118212266,47.40238473640545,35.1
55.0,54.80272943697962,43.013013978484935,42.9
55.0,59.09433086626795,62.91443116202038,54.8
55.0,52.93056864209572,60.474487144696,82.7
55.0,56.99542300110637,63.406196525424605,41.6
55.0,59.63488858348957,59.517795791424035,44.3
55.0,60.77330043801166,73.04323695917998,69.8
55.0,59.8073439930499,68.61400024923853,45.9
55.0,61.57334273573541,44.33725800379123,85.3
55.0,56.58688742076187,69.85790108742604,72.0
55.0,56.161794645883866,50.4245239497485,85.1
55.0,58.45058806570181,38.753651006325825,81.1
55.0,56.3318994797467,44.628288347658554,81.0
55.0,53.48810211387129,42.09019758155037,66.7
55.0,51.33154621254857,63.931873945426474,70.2
55.0,54.62261231596248,51.75280419978344,56.2
55.0,58.20447720792443,46.92624304750673,62.5
55.0,56.575480143343,70.60743859460212,40.6
55.0,59.783284370668085,46.63696006309975,20.2
55.0,58.37367413607506,60.70537987528155,28.7
77.0,69.6602325347652,73.47993662198431,55.2
77.0,72.05815976367033,86.6246251105475,115.8
77.0,68.64394632858722,78.38307563931522,86.6
77.0,71.1887742395622,56.66481708526174,112.9
77.0,76.15189037644035,102.4242587854557,69.9
77.0,81.29692679611505,84.22686224445849,75.9
77.0,74.15756523487107,56.75934425031077,108.1
77.0,80.62430883328668,114.12664250921293,52.4
77.0,83.4557577029359,104.79704103087298,77.1
77.0,75.51841219921522,92.57275955421358,129.3
77.0,81.01121954757357,56.57292212395268,90.8
77.0,84.2278250754157,57.15261653236457,88.7
77.0,80.18393663047027,85.419330167349,87.1
77.0,74.75663966668904,56.31833679372255,74.3
77.0,70.61645278169004,97.85621210952388,60.4
77.0,69.2574791175301,54.87149406998958,53.9
77.0,79.08328400353236,100.92778820861818,95.2
77.0,83.95517481419601,56.87620057359676,70.9
77.0,78.62116629696004,112.92366934878832,125.2
77.0,72.21775633154502,52.44831554877245,55.9
77.0,74.4636152240049,97.52229206482481,112.9
77.0,80.00539349747666,72.3071910323313,74.3
77.0,82.3837701881658,52.62090105509823,61.6
77.0,85.26955549472405,53.32677495068819,120.4
117.0,103.7721115362025,115.96306923533349,106.7
117.0,113.66773629032883,126.12474451974381,125.6
117.0,110.33921434973198,115.20900278054782,104.0
117.0,117.3210634749592,112.63020743755787,106.2
117.0,113.99835570767235,116.68565921217666,116.3
117.0,113.96689929651401,116.771829017734,108.9
117.0,117.98794059671894,120.67146010346842,112.9
117.0,114.16521670568125,113.60011462067098,104.9
117.0,111.37253664084253,120.80445449826178,129.6
117.0,113.85443194594707,122.19387775001066,126.3
117.0,119.93100304140344,118.25806522838478,102.0
117.0,114.20897186556198,119.92613211954122,124.2
117.0,118.16659323269735,121.13457033134426,105.0
117.0,113.09517413430952,116.60303675653148,106.8
117.0,109.84809964792554,126.05849057776057,129.1
117.0,115.7745960952563,119.19529680985569,124.3
117.0,118.29783135159624,107.07977815560912,122.9
117.0,122.08865182714709,124.97870845066812,128.0
117.0,122.80566477046072,114.88852739670317,125.5
117.0,113.84009432871431,114.74126873525212,116.0
117.0,120.3813261628348,105.71385977398577,100.9
117.0,115.98602221849778,109.69434431946772,121.2
117.0,112.01209361369725,123.49431108770905,101.3
117.0,117.24231557464657,114.23063988590178,100.9
129.0,117.98240707283713,125.65585832380907,110.3
129.0,116.19082517976953,122.80310660991108,108.3
129.0,128.6601458698285,107.18950023781095,102.0
129.0,121.92212282505105,119.66854884720733,139.8
129.0,120.91912019361273,158.1273255219224,111.1
129.0,123.38111037801889,129.52218353773938,133.8
129.0,124.98375692495534,137.62758774643117,126.0
129.0,132.57204347576356,121.16987217783877,106.0
129.0,138.74752770780538,108.62974275389712,138.8
129.0,132.1327615196204,130.41276209643897,109.7
129.0,133.7526290528028,142.75039396613153,148.6
129.0,124.94036541627725,118.18056390103712,145.7
129.0,121.17251299748764,137.66030241622082,107.4
129.0,124.02765686478361,150.45669043423985,100.1
129.0,119.8765892025303,126.51048196528846,155.7
129.0,124.84961868241572,134.32796494051874,104.8
129.0,130.61826884524658,136.62454863081553,103.3
129.0,129.04209563800498,142.24142809915818,100.5
129.0,131.41377275989947,120.7566254252622,118.4
129.0,134.15264277250395,126.30853207252476,104.5
129.0,137.42065856108835,130.49553510122877,154.7
129.0,140.53400737690225,128.97685340916723,124.0
129.0,135.3086886309958,139.15934659959234,127.8
129.0,136.7075146989576,122.10408899760526,102.6
85.0,111.35816780664615,78.57343706946835,78.4
85.0,99.96487483334838,69.76948632251018,81.9
85.0,91.85428707430403,88.84032061396395,74.2
85.0,85.01951508932453,85.0538449230855,79.0
85.0,82.24955111816834,72.09204518455294,128.2
85.0,87.9627692486871,74.31011734846851,87.1
85.0,85.63619254597262,74.507040194471,101.7
85.0,88.56745164119107,95.69092566694043,100.7
85.0,90.66620996064044,96.4474278553999,81.4
85.0,89.88509676998547,74.11316280756375,94.3
85.0,82.53512769545286,104.1296784748073,105.2
85.0,82.83524495370199,112.42593820077126,62.6
85.0,80.78343574249534,108.60388649423162,92.1
85.0,86.35402935679505,80.86656616831581,99.6
85.0,90.77262003429188,111.7508019682576,79.8
85.0,89.45209691609205,74.38020954685066,78.4
85.0,89.12198449526767,91.77441467519847,66.7
85.0,90.18866754337716,97.978385664109,101.1
85.0,83.25591407658584,76.82912358905902,116.4
85.0,85.18850499637165,91.40712658891721,81.2
85.0,90.86943281717092,61.50809572121023,71.0
85.0,84.69773909881715,95.41628778640778,103.7
85.0,83.20906077811877,95.49439654823722,115.5
85.0,78.78938923112239,61.83718059985025,72.4
98.0,92.28960668029447,108.77738251733875,80.8
98.0,98.76361395932668,100.09087250371758,116.4
98.0,99.19166408691137,118.76851504381972,100.4
98.0,94.8223209692101,104.67464345114577,119.4
98.0,91.4992545133093,87.72989628548244,93.1
98.0,98.45784607080168,92.01963057348459,92.1
98.0,93.553891480681,94.92482600151185,94.2
98.0,91.79836631877163,98.62844198802942,86.7
98.0,99.3079855458322,83.12790195643957,84.5
98.0,104.04264995723241,102.79193922652918,94.6
98.0,99.61968864309554,101.45193858314943,104.8
98.0,103.74431961653102,97.88058090028412,89.7
98.0,105.19710887082114,116.44216120557269,86.2
98.0,95.87569785756321,93.28765260663596,98.2
98.0,95.37100378788006,87.67859059710845,85.1
98.0,94.60070489109432,84.33363452669929,87.5
98.0,94.8785782549099,101.44128204712706,105.4
98.0,101.18424089922061,96.93019710501227,105.3
98.0,104.49728922832192,113.15306488051077,90.9
98.0,101.89727071703905,85.15177495470125,99.0
98.0,100.34186164560116,104.69126178555703,88.5
98.0,98.14016634398854,101.43884409759771,94.0
98.0,103.44674245089864,106.072453866967,117.6
98.0,105.86261648496958,100.02019923041011,90.7
133.0,112.72810412281713,145.7160745710404,87.4
133.0,118.86088572084493,151.69822060532618,67.7
133.0,132.75800668089664,116.80711425876325,99.1
133.0,136.28652378759597,117.96950709610479,71.0
133.0,130.9346038967895,163.84417533855984,72.6
133.0,132.19067246324838,144.0445218685161,100.8
133.0,139.91031904011493,164.79248498785753,80.8
133.0,136.22822623419285,170.6589023417434,101.3
133.0,133.9295068444123,91.4761682147544,60.2
133.0,128.33684705036183,101.46228088734145,70.3
133.0,132.3853777853042,100.85291947130673,72.6
133.0,128.01499190640038,117.97818790959901,162.2
133.0,133.81268433564873,77.54677177510035,73.4
133.0,135.97315961334192,152.93379023110901,77.4
133.0,143.0236366405395,131.62852903461277,90.7
133.0,137.84221388059993,158.45619673571696,87.7
133.0,135.3465680935371,125.19225245682743,83.5
133.0,132.84074809233482,104.42411357216403,61.9
133.0,124.09014284918844,122.77818104069289,82.0
133.0,136.80087764099557,150.53548405567682,86.5
133.0,141.65828947923274,171.60158767750616,84.2
133.0,130.07169177002015,137.5617172759611,103.4
133.0,123.39585480984397,93.8717908450041,87.5
133.0,129.90658242930743,159.40717932655883,82.4
94.0,110.72914939420859,85.81520633971742,84.5
94.0,104.60904790207925,118.92224809198454,77.0
94.0,104.79744772373542,100.17981777814902,86.7
94.0,104.85590890089422,119.39343530993672,72.9
94.0,100.84828663434394,81.16983237657749,104.3
94.0,103.32928370236853,112.55226233886471,75.1
94.0,93.48066239466243,107.58734285130716,112.4
94.0,89.82536176935179,106.86470658623232,60.9
94.0,91.99806883314298,117.37649026469785,51.4
94.0,88.58106065084229,75.72287291145894,66.0
94.0,86.1130210581565,86.85759722491389,102.5
94.0,95.87944039228472,81.54291492277666,54.1
94.0,91.9210261390044,69.89157629530905,86.0
94.0,94.73789972295845,101.40269902462063,109.5
94.0,87.87988971208266,84.10133243450795,106.0
94.0,93.20777051348024,92.52437298255268,79.5
94.0,87.4960966549678,66.02571193359037,82.8
94.0,93.67523837407622,71.94886968792244,56.5
94.0,92.43138640407733,87.5957660962071,59.8
94.0,91.12940815622323,107.61445795114184,65.5
94.0,93.55542186622199,84.28715677484726,86.8
94.0,94.7609575254433,94.9033808132647,63.7
94.0,87.90562428250487,87.57708422417599,83.8
94.0,95.15261309776389,68.56501632983333,80.9
109.0,105.37977971705897,94.2108516523035,64.2
109.0,112.20208630917682,149.47060623211084,70.3
109.0,111.10164876019954,119.00465195981062,85.8
109.0,115.95855726947866,102.18014188817494,144.7
109.0,106.70886560070144,116.77772498961234,95.4
109.0,104.45376932568601,85.39338653905669,78.3
109.0,110.77643848698223,153.88361816232342,75.5
109.0,109.37009971752849,139.58764624105783,101.1
109.0,112.4758913139233,104.78662711501767,63.9
109.0,107.08575881487202,96.99305639648443,138.5
109.0,106.63392123259314,89.81712778078136,103.7
109.0,114.92513572376618,97.20932368495025,116.0
109.0,118.6886493212475,122.43822236876719,55.1
109.0,119.40508124930102,120.87201517766042,50.5
109.0,111.95023800161815,121.07846537058634,58.0
109.0,102.48095506388722,108.07311996968504,89.4
109.0,105.69610557821406,99.68296967641797,53.0
109.0,106.21198473270547,100.86567737501969,51.4
109.0,114.65092134080655,122.3761980528285,97.0
109.0,107.27500231473273,82.41501721418376,103.1
109.0,109.75374466974391,109.69617991735728,56.9
109.0,107.39888047745967,61.41691668202,52.9
109.0,115.70416205442436,127.87201312177233,62.1
109.0,117.88588655774217,146.39431800501998,67.1
121.0,127.7591679305221,187.01402309448315,57.7
121.0,115.18678388475067,189.0555073041931,49.4
121.0,128.5269305162918,121.98884847520127,83.1
121.0,129.24557467698338,124.91042851773857,61.4
121.0,125.34927373493232,127.05033141165907,149.3
121.0,119.3884814393911,71.5866976334012,81.7
121.0,122.1209398538561,74.36492844950786,66.0
121.0,118.9407746679972,151.12087211595,104.2
121.0,123.03594995976039,118.31934919665454,80.1
121.0,128.70970705282372,107.47753652260022,72.4
121.0,121.0594741599085,113.32454765472163,63.7
121.0,127.284089127427,166.1010067696331,59.5
121.0,121.77727136304821,98.41287055886954,76.3
121.0,120.36339246789618,111.33449422375429,101.2
121.0,128.60341825795538,79.05561600968844,128.6
121.0,125.02065122312331,115.91162853897069,77.7
121.0,129.4918680524603,103.4435172703592,90.2
121.0,115.06690622178789,82.70139616904774,56.8
121.0,126.26365497991601,130.47609319689218,69.5
121.0,114.97242634366744,162.42048219750438,64.0
121.0,118.54762168504158,179.31336946006536,57.1
121.0,125.98898103933162,108.0959960449512,64.0
121.0,133.68640541092864,125.81241597237072,63.7
121.0,124.34148815362829,120.84590289588729,87.1
119.0,117.09543627228285,68.7572801627778,66.7
119.0,120.88989299845886,100.72757564470771,53.1
119.0,123.71428594186222,106.7050018558467,96.9
119.0,126.20763383557714,115.15454587395688,91.1
119.0,125.76361106078578,121.89433554450818,87.2
119.0,118.06247923369516,128.6087716795338,143.2
119.0,126.52958979060602,155.35205514747497,79.4
119.0,130.78471994782342,161.6962418832424,51.6
119.0,132.947097815498,144.3935818625959,127.9
119.0,126.73817394770819,126.7615916206263,57.9
119.0,128.65109975087765,72.65141285007158,105.6
119.0,119.94906512296939,114.59799973300332,74.7
119.0,120.87399130779687,127.44422095354068,79.5
119.0,124.15666133734389,103.1669862507231,79.3
119.0,115.90323215239832,160.501411292034,59.1
119.0,111.82636611646475,125.24821120064868,77.3
119.0,118.58753996360504,145.00509197488503,114.5
119.0,124.13583311605774,99.55552768651589,65.0
119.0,120.22874256392795,105.70407379031062,128.3
119.0,114.09240167553665,126.68801812120117,111.1
119.0,108.763241536839,143.44016532463058,102.2
119.0,110.57453130850664,68.61463952398017,64.2
119.0,115.51391073165647,114.89021046629414,90.4
119.0,120.83955967894151,128.43185304177328,90.7
139.0,134.50934335687722,143.76717346189093,147.0
139.0,131.13316448839754,115.30078180060886,94.2
139.0,127.7194193536653,131.7168448896071,142.4
139.0,138.5746956509845,149.5597127421483,119.6
139.0,132.1953268452915,132.38432272375908,105.4
139.0,135.72097363462,128.37977195932027,114.7
