baseline,rolling_average,triangular,weibull
120.0,121.88986691879957,122.66316768939359,100.1
120.0,119.47741494010128,127.007849966472,138.9
120.0,114.46358055855598,119.44379204165286,93.6
120.0,110.65091776352956,115.35702169178967,113.3
40.0,77.6522989990174,51.75727718996198,46.7
40.0,62.62327825772922,25.01230142401054,41.0
40.0,52.416527829955676,32.60407381696925,78.4
40.0,44.67959045671813,39.43232815169269,73.9
40.0,38.72146275757358,64.2822246602469,74.7
40.0,40.35398994684715,33.247370991516256,53.4
40.0,41.25308693357748,39.500957418144,53.2
40.0,38.244097005771806,32.6802735743033,16.8
40.0,35.70075101935106,49.02852864935902,51.3
40.0,35.49765052122795,69.15412437778839,28.4
40.0,40.928936954255576,21.28684458491974,70.2
40.0,38.868447702747304,28.623263675398086,61.5
40.0,37.82330012858225,37.572298860708464,50.7
40.0,39.96784676583201,61.436292571476926,79.3
40.0,37.28956611121636,35.77456259167805,35.4
40.0,37.26464013768773,34.92078500415097,40.1
40.0,35.996405745667936,25.525356664754987,47.4
40.0,38.8681721384533,51.51378827827475,47.9
40.0,40.04456536069958,41.589222236073184,31.7
40.0,40.46058616927738,40.44527610342701,50.7
40.0,38.74521607244084,40.85664187700209,56.9
40.0,41.010969808202084,28.809035748901774,77.1
40.0,42.93630420858101,40.65862465272544,41.8
40.0,41.310891628438526,42.8732654268344,17.2
72.0,55.29504455513797,56.487163715455864,53.3
72.0,63.637867086323695,79.33140768500986,67.3
72.0,65.70500939618793,74.62802953014501,62.1
72.0,73.15340486367205,70.4462022998702,68.6
72.0,73.96285776726666,74.07674068748987,76.8
72.0,71.16803410962237,59.85072118925183,64.5
72.0,71.76896313519359,68.48633936599455,80.5
72.0,73.68390076789244,74.03437784075875,84.9
72.0,74.65543973182787,65.98219140050324,80.2
72.0,70.00903998387298,78.97292737645047,69.5
72.0,71.7998180325217,65.69603182648127,65.9
72.0,71.16245053952545,61.004032818083566,67.8
72.0,69.58060112886194,76.97133177710563,72.3
72.0,74.98741142611078,69.38369063195631,76.9
72.0,77.0103331533826,68.3497935020779,54.2
72.0,71.51803240238166,65.12040145286124,52.8
72.0,71.86026428538932,82.00970052155692,60.5
72.0,73.26966326096392,80.5142919871043,69.1
72.0,73.70117573082268,75.00062040955002,77.9
72.0,73.79231767265645,55.23181436029002,72.5
72.0,74.77854824752981,65.16266695910454,82.8
72.0,70.56561150453588,85.96272890715069,53.0
72.0,71.71543781188566,73.12511915067098,56.6
72.0,67.8332851591276,77.66088899236561,57.1
97.0,82.05863834780695,90.52061198211996,65.3
97.0,90.42946094961026,99.15612904917418,66.2
97.0,89.11041665638918,115.11779812619463,64.9
97.0,93.3948934320706,86.75829143064819,89.2
97.0,100.83311791741616,90.33717886147858,61.2
97.0,101.93213842932845,92.91255083824353,109.0
97.0,99.67388736263021,77.41470867562627,91.9
97.0,94.01390655150082,99.97306439295997,75.5
97.0,91.65230285919635,105.58346196595019,100.1
97.0,95.52254529955886,102.64813425227214,95.0
97.0,97.08574113049136,108.61909533601397,80.8
97.0,98.54769032546194,92.07978218827222,90.6
97.0,97.88539373026381,98.61858844875098,62.3
97.0,96.47261569073407,94.44627127378192,103.0
97.0,96.03064313366917,78.38970072436355,79.3
97.0,91.0424545293414,81.76545561545747,83.0
97.0,94.95344317506175,78.87332840521884,105.6
97.0,101.83426248057151,100.07779428728674,68.7
97.0,95.52286102216571,85.83032428738825,85.4
97.0,95.53615928275198,106.73469734120089,80.6
97.0,94.63298877331076,93.4003551711354,63.4
97.0,95.51993980294131,90.31610476959212,64.1
97.0,93.89470203428019,111.4746236289926,80.3
97.0,100.05304259494028,107.46805211423397,85.3
112.0,100.80544928918451,114.20283916444262,108.4
112.0,104.24984667639777,107.61396931995829,91.9
112.0,113.15222159599406,125.70229388987732,100.1
112.0,107.42616915413937,119.89732682489266,121.1
112.0,109.16120194464028,109.75129623183959,126.8
112.0,111.94867843021456,115.83297083911286,99.0
112.0,107.75707964724748,113.22662101862733,110.8
112.0,105.13332148842926,115.9096625764945,113.2
112.0,102.97346813926765,122.57962686272882,107.3
112.0,109.6628811619662,93.91391747081657,98.8
112.0,112.8849035836482,110.90740331069982,103.9
112.0,107.1390519787106,103.33074214211038,109.3
112.0,111.49494652005271,121.94072861322906,99.5
112.0,111.84370910572702,119.90107012687378,121.3
112.0,114.9829931874799,106.36043642829675,121.2
112.0,115.84830285004284,120.45621941227073,111.1
112.0,114.36892847633565,110.00785290943878,103.5
112.0,114.32609367338412,103.52695493243814,127.8
112.0,106.83523255490833,100.50924418903728,112.7
112.0,106.04252341314384,108.3880022766966,97.5
112.0,106.57180265392914,108.46247541704847,125.1
112.0,113.7215253141515,112.77490081921499,91.3
112.0,107.97416156469001,125.82077227278029,94.9
112.0,110.02796764477208,105.78328214623488,107.8
87.0,97.21382666427942,63.839046635438834,81.1
87.0,90.0931328198481,90.28155463426197,78.8
87.0,85.88903859639962,83.47731680485435,52.0
87.0,90.76192157642485,104.84419442730588,93.6
87.0,90.8341544556157,100.7016336423568,70.4
87.0,90.03203530688747,101.6086957874821,83.5
87.0,88.7267824719653,89.86373112322174,59.7
87.0,91.42878920038515,75.30432193751159,52.0
87.0,92.45603537074177,69.2319937792211,90.6
87.0,92.84631458988454,92.129724377163,106.2
87.0,93.6221388135074,79.327618825071,82.3
87.0,87.32945879000509,100.45806218679043,84.8
87.0,90.84064381485013,99.88116501634953,78.8
87.0,92.17573586923055,104.62217725505316,77.6
87.0,89.23649579433942,74.79754814000111,96.5
87.0,89.61708652425492,98.11820351113009,52.0
87.0,83.4481098595844,79.203224809022,61.6
87.0,86.71511159537172,70.71322433738737,109.7
87.0,89.48135331468069,69.2603480709701,86.7
87.0,90.51797785401575,67.2170434633314,69.0
87.0,91.84611594947143,99.79972226722992,66.0
87.0,86.50629900000435,106.09816058618745,111.1
87.0,90.2474701522795,97.55450348394777,55.6
87.0,88.54845151799758,101.18007373510348,100.9
90.0,85.68075123914342,93.90999308939433,65.9
90.0,90.72204274294577,83.98980036055138,94.7
90.0,90.08963313001269,92.47910066116467,76.1
90.0,91.15140066260977,88.55789435644884,98.0
90.0,95.73336346977526,100.42565524113141,90.3
90.0,89.68007442933357,99.81414596732785,92.6
90.0,86.5595681268387,100.50068908786072,105.7
90.0,89.74321140207135,95.15511307089065,76.8
90.0,89.61483194100178,74.52787213195299,75.3
90.0,88.25718633132854,76.12738797564568,96.4
90.0,88.86150810205221,73.86751015581694,74.4
90.0,84.63323164440612,85.00098501594361,83.5
90.0,87.39807304424332,81.17874138029741,93.1
90.0,85.24120135987017,106.46744943090725,73.0
90.0,83.72149265187818,94.70477979002686,65.0
90.0,89.53572194331767,102.88356547131998,105.7
90.0,86.670042669108,80.16941568157607,71.7
90.0,93.32378085504737,100.03550207225341,78.1
90.0,96.68683554938556,88.5552117885563,66.9
90.0,94.66021139268099,76.74517555979719,79.9
90.0,96.52852835083259,99.89834756659322,69.6
90.0,89.69120742080992,86.166891483525,66.4
90.0,86.9416382237689,96.92655169491837,104.8
90.0,93.92207489410299,96.05425826548365,92.8
110.0,101.01225910766968,108.40856117390346,76.8
110.0,105.83364556190959,80.56125650759353,101.9
110.0,109.92787999869893,88.66280956869602,88.3
110.0,110.29384597366689,103.76557517091868,64.8
110.0,106.60543517150262,123.8453648889022,88.6
110.0,104.14656079152024,109.85474997308278,96.1
110.0,105.09414661730546,127.15737906583529,56.5
110.0,104.45653576039751,89.84546787052881,96.3
110.0,100.36663469491315,68.13462239245247,54.6
110.0,110.41363856006424,114.45681237842625,107.4
110.0,106.99433388617776,109.73898518172722,91.0
110.0,113.84440239494485,118.86746422806735,75.8
110.0,109.56981858160756,120.9928803288299,45.4
110.0,105.59274135484688,113.52965985646574,130.6
110.0,106.50863965536377,122.24970949672863,60.5
110.0,106.25991863494104,110.03911759755111,52.9
110.0,112.00857390099532,98.81340817086554,69.1
110.0,110.99537123263292,123.45474404000689,86.8
110.0,107.41616497321047,129.77886290417496,46.8
110.0,104.23491722496934,78.72168589346279,41.3
110.0,100.34729673786015,97.13877446854653,91.2
110.0,103.81430749246317,109.64745878356466,85.9
110.0,102.13593223790866,130.06433364546453,79.0
110.0,103.19827710873918,125.88403407003592,103.6
106.0,108.60691198575007,137.84840829574065,60.7
106.0,102.38213076750175,118.54708473891458,111.3
106.0,106.19737124553255,87.15177602591086,103.2
106.0,104.64533396933666,128.9149402849624,142.7
106.0,110.57257957641367,83.49547009433789,69.1
106.0,111.70364580910504,105.70824484519522,61.5
106.0,108.52234453760656,99.42504433621109,80.6
106.0,101.58817169698978,87.65805189608147,145.6
106.0,105.4032440605319,111.7684331349744,106.2
106.0,111.02741473087393,108.15229903582484,90.1
106.0,109.96452352605347,64.49212912284845,75.5
106.0,102.73787821036231,97.66636624160867,82.0
106.0,110.49949416297258,124.1931209996483,98.8
106.0,115.90752575142609,81.04739305529469,121.2
106.0,110.72564880459225,135.79625953839727,87.8
106.0,114.83539821351951,136.59362986322128,106.6
106.0,114.98809507397914,112.66418696127323,60.8
106.0,109.56223610166731,61.871519521132,87.1
106.0,106.00757018074526,112.77708049312686,76.8
106.0,100.03344425908259,131.63681061226174,60.8
106.0,99.57950088216134,67.3754865517025,53.2
106.0,108.99591394084764,106.94738639433031,81.6
106.0,99.59899336859806,100.00621064617745,56.8
106.0,109.5111329502032,95.02303361252893,64.6
50.0,80.0,37.993269769091384,38.0
50.0,62.754224061147966,60.62603963351002,50.2
50.0,59.917751001711366,44.87698997656204,39.2
50.0,51.427694670575434,45.9109522511275,65.8
50.0,52.468755531325556,53.04806643118066,57.6
50.0,49.54875371820569,35.155769508964,48.2
50.0,49.96268304828489,49.0941616935206,47.7
50.0,52.6013723766459,46.02380002251935,63.3
50.0,51.14745808480549,38.372261788184105,34.7
50.0,47.26702851969719,44.94475337213073,52.8
50.0,48.43891717084196,49.9245752816299,44.4
50.0,51.57340127281866,66.05829468643643,62.9
50.0,48.30626150402655,43.836810357589926,42.5
50.0,50.06741530989339,17.83215254649518,49.6
50.0,52.5355558153755,50.694008491577435,35.0
50.0,50.58787361323047,64.58998897172658,29.0
50.0,49.59259281772867,56.58238835010522,40.7
50.0,47.47646345721908,45.1296118917676,58.2
50.0,45.44847222407765,58.328335723313955,34.3
50.0,45.3183749779885,60.25195337698209,57.1
50.0,44.44390196752353,61.95096491649046,65.9
50.0,46.36406912707744,53.16570663141154,61.8
50.0,49.895664231759696,41.530658551871646,76.3
50.0,48.647742635937384,67.58473132462701,65.9
75.0,58.43202562209417,76.0554392536649,77.7
75.0,63.8035309386743,67.07134789362831,62.6
75.0,68.98601143624543,78.41252862923697,71.7
75.0,70.58461735354427,74.91878195268207,66.6
75.0,75.84217733350377,74.77048736046716,63.4
75.0,77.3732886870613,71.81838160313876,78.4
75.0,79.44356711423544,74.92394062851415,79.3
75.0,75.63280192633374,73.08038325720403,67.3
75.0,72.04852735148984,70.19312437837226,79.3
75.0,77.24991281735518,75.67288682724204,64.9
75.0,75.28953247947152,73.40420911365518,69.6
75.0,75.95247096782182,63.93135529538985,72.7
75.0,78.55423263116576,74.40259722246427,64.6
75.0,78.80467238996899,71.27285203390893,66.1
75.0,80.0,72.60296800686494,64.0
75.0,73.72538304745778,76.78329216765489,60.5
75.0,77.48066869254819,74.57614911117776,60.4
75.0,73.72574343794258,75.95261612651215,68.5
75.0,73.43056267637044,75.21046220955567,80.0
75.0,76.27563137926731,72.14311527988328,78.5
75.0,76.13217039950621,75.34990424393646,62.9
75.0,72.74951794005398,72.26036263284153,76.5
75.0,75.14663688004258,73.44846717295573,61.8
75.0,75.62952232359126,73.11246465327906,64.5
48.0,58.48441592661302,52.02225037123469,62.2
48.0,55.88771770618649,55.31006075149059,39.0
48.0,49.50577922383457,42.44244396613467,57.0
48.0,46.41972394141949,39.623590508365254,40.6
48.0,48.97125139775016,40.48245516197075,45.7
48.0,46.735397592098494,39.65929652584255,39.5
48.0,49.286923473085324,59.473120064148105,62.5
48.0,48.38511744733342,26.41368385133408,66.5
48.0,45.27107430381303,54.60132526977921,67.0
48.0,46.42328081474047,59.7120817690477,60.6
48.0,43.94757494713797,56.64750420446956,69.1
48.0,48.65356625398509,61.42119624394927,63.3
48.0,48.37789106202041,54.36073800956541,54.7
48.0,45.22125957601444,36.915942521166855,38.3
48.0,43.45155200644973,47.191914514479066,43.1
48.0,44.59173575824241,52.290563922667495,67.2
48.0,46.71468906224018,54.123606500146494,28.8
48.0,49.45556979847897,42.690669897280145,69.9
48.0,47.44035209040689,35.87965055807912,67.8
48.0,49.48257057444258,47.98494964771632,32.5
48.0,47.661513101012574,40.12490668142016,44.7
48.0,51.29487421466536,38.46060321773966,47.8
48.0,49.753331467386786,60.70232097068382,51.2
48.0,51.1829414230922,50.25701975846958,33.2
45.0,49.55286067672465,81.57213362501422,71.7
45.0,45.39586211296306,38.85481499202513,35.8
45.0,41.7279371460071,27.777924066978095,64.2
45.0,47.276820961871344,26.166640107966487,33.0
45.0,43.646099876266305,59.48593223959101,41.9
45.0,44.95558908619472,53.07267468834212,24.1
45.0,43.241370926228086,61.3488395111345,70.8
45.0,41.36275357140502,49.31121181822707,82.0
45.0,41.77275812737879,52.49316925854315,33.1
45.0,39.15271166143008,42.59345044561843,79.4
45.0,39.95719654827794,15.209354682124504,39.2
45.0,44.938735487420075,35.37676696759911,32.1
45.0,40.60565677049009,10.161031440113733,74.6
45.0,42.2013089160275,68.8942675603164,47.4
45.0,45.3510732260406,21.459024737817078,54.1
45.0,43.52490786311244,40.01716730648177,86.2
45.0,41.082052040874444,39.841360780106484,47.1
45.0,41.19078621659325,44.825125333130856,70.4
45.0,42.11933311931895,48.679474115615825,59.6
45.0,40.54173150703653,31.22119982253189,52.2
45.0,46.166213371523185,42.04548208995765,68.7
45.0,41.48184739850563,47.34700340362441,46.8
45.0,39.753880798614105,56.681525092417175,74.7
45.0,38.28777457670178,65.94681858664183,58.4
103.0,74.56699732237234,88.17487829908458,131.0
103.0,82.12801318204394,74.90749390065784,83.3
103.0,94.00465176206153,112.52918690966334,78.5
103.0,95.99001700002447,93.48908237839557,76.8
103.0,94.6383496223803,101.1707791597038,75.5
103.0,104.33202964352388,90.21900094101105,124.5
103.0,105.7033749821214,106.81055668721149,128.2
103.0,99.9878239897573,108.7583905245784,128.2
103.0,95.86253195647181,111.41393733410683,115.4
103.0,93.29367081502782,133.2397970970595,98.8
103.0,96.81134413170895,108.51963635260788,117.1
103.0,95.66811773671076,118.4010491835873,70.2
103.0,102.8793172777263,83.8833067183564,103.4
103.0,105.94538448223742,103.08665373604147,81.7
103.0,103.96618210349288,118.91367662612564,97.6
103.0,102.74910968751104,106.78086726198003,102.3
103.0,105.50264602189284,97.41801054117144,72.7
103.0,107.85211285080572,96.22783160716389,77.7
103.0,98.93519806605849,100.63193005838468,72.6
103.0,96.06647100481874,125.3232447426783,115.4
103.0,101.31498394857313,126.16051410497873,97.5
103.0,99.94962175933904,130.11530524647205,111.7
103.0,98.2582300592997,93.41355468331501,76.9
103.0,105.75064781913508,95.17141006876037,109.4
55.0,70.0,44.53647091153756,55.3
55.0,59.30805269551406,60.56870091047651,52.8
55.0,58.72219614996166,55.158794561183484,64.4
55.0,57.064957763242276,54.288476654193666,68.3
55.0,54.53707663674777,56.224873346605996,45.8
55.0,57.24554186663309,47.782242160242696,52.2
55.0,52.8256852980509,60.77042878573131,40.5
55.0,51.287979638413134,58.390137550612764,55.9
55.0,49.721883637169995,52.495909807329525,48.5
55.0,53.33461518192155,51.79539683383422,64.1
55.0,51.803311289446555,60.49220046598026,58.5
55.0,52.02700668829212,57.13890325481939,43.6
55.0,51.27087061954977,47.53650617745099,61.0
55.0,51.62469950692747,55.02963072222427,45.1
55.0,51.21071717087372,43.00906797666616,57.8
55.0,51.31451224607427,43.87392647056286,51.4
55.0,55.79363025711896,53.84717715683979,58.4
55.0,52.251013733844424,57.809098904254746,58.7
55.0,54.17230732608361,47.113210794681684,56.8
55.0,55.11096466573939,61.129372996703154,57.7
55.0,53.948291153356294,57.439067742283186,63.6
55.0,55.49019200905839,51.9986269613415,44.0
55.0,55.21410935451694,57.816073608522274,64.2
55.0,54.17604896003948,56.633361933345945,41.8
36.0,47.20095042284298,41.922881249535465,61.2
36.0,44.091587602359176,27.61648323802944,63.3
36.0,41.5892450707031,50.28033382411959,36.0
36.0,40.33241091945186,20.688910124562376,53.3
36.0,34.73999591111122,24.84816262195434,63.4
36.0,32.86594621227612,46.59206184947132,46.4
36.0,31.465990719493842,35.55783443000068,46.7
36.0,35.495626788066446,42.881596554535086,63.3
36.0,33.72567277898741,18.924187157971133,47.1
36.0,37.331582683438825,30.287194867148894,54.0
36.0,35.364858401074976,47.55700946257379,50.0
36.0,34.049332608834035,28.0249581071996,49.4
36.0,33.56446396372746,41.190434507553576,55.7
36.0,33.87366071916966,37.65688405454515,40.1
36.0,37.391594020919804,46.24771210404151,69.9
36.0,35.35477624584263,63.591600740325376,61.0
36.0,34.85750145118453,23.580127662254394,55.3
36.0,38.6782686722012,26.47617805142805,67.4
36.0,40.40967321776267,47.292451353049756,69.6
36.0,35.33611735896907,35.84148268797219,67.7
36.0,38.704836522676246,31.96873768830234,53.2
36.0,34.42473165497681,29.90679251635373,35.7
36.0,34.12789463796211,47.90444511249424,62.1
36.0,32.62943167923311,31.99359258655583,62.9
79.0,61.414042861444734,92.79045659447209,58.5
79.0,71.4280425367963,61.45854465887214,71.4
79.0,81.1778199184632,90.8586682532881,94.8
79.0,74.91786589802796,78.429732469335,77.6
79.0,71.26928397040996,75.49951965064639,65.8
79.0,74.31801848536178,80.47677527089107,102.5
