T,gebruik waterstof,waterstof stock,cashflow WA,TMK bot,TMK top,onbalansstroom inkopen PL,onbalansstroom verkopen PL
1,0,0,63.990005,0,-49887.01172,0,0
8760,40,535,252317.5,400,202367.5781,59,70.200005
4380.5,3.528567827,19.77437184,52042.06801,35.28567811,2091.265773,5.729982651,0.953918845
2528.938512,7.018070966,66.98531448,53740.03106,70.18070992,53740.16829,9.85024994,5.063328014
8760,3395,2614,8760,3406,3094,4077,542
1,0,0,89728.5,0,39777.5,15,0
2,0,0,89071.5,0,39120.5,15,0
3,0,0,89653.5,0,39702.5,15,0
4,0,0,89860.5,0,39909.5,15,0
5,0,0,89145,0,39194,15,0
6,0,0,89139,0,39188,15,0
7,0,0,91807.5,0,41856.5,15,0
8,0,0,90406.5,0,40455.5,15,0
9,0,0,89208,0,39257,15,0
10,0,0,89152.5,0,39201.5,15,0
11,0,0,89908.5,0,39957.5,15,0
12,0,0,89257.5,0,39306.5,15,0
13,0,0,89067,0,39116,15,0
14,0,0,88945.5,0,38994.5,15,0
15,0,0,89077.5,0,39126.5,15,0
16,0,0,89041.5,0,39090.5,15,0
17,0,0,89172,0,39221,15,0
18,0,0,89038.5,0,39087.5,15,0
19,0,0,89068.5,0,39117.5,15,0
20,0,0,88957.5,0,39006.5,15,0
21,0,0,89665.5,0,39714.5,15,0
22,0,0,89023.5,0,39072.5,15,0
23,0,0,89224.5,0,39273.5,15,0
24,0,0,90001.5,0,40050.5,15,0
25,0,0,76714.28125,0,26763.27734,0,20
26,0,0,76044.28125,0,26093.27734,0,20
27,14.583638,0,75648.28125,145.83638,25697.27734,0,0
28,14.583638,0,75648.28125,145.83638,25697.27734,0,0
29,0,0,76378.28125,0,26427.27734,0,20
30,0,0,76508.28125,0,26557.27734,0,20
31,0,0,76958.28125,0,27007.27734,0,20
32,0,0,78380.28125,0,28429.27734,0,20
33,0,0,75882.28125,0,25931.27734,0,20
34,14.583638,0,75648.28125,145.83638,25697.27734,0,0
35,14.583638,0,75648.28125,145.83638,25697.27734,0,0
36,0,0,75678.28125,0,25727.27734,0,20
37,0,0,75848.28125,0,25897.27734,0,20
38,14.583638,0,75648.28125,145.83638,25697.27734,0,0
39,14.583638,0,75648.28125,145.83638,25697.27734,0,0
40,14.583638,0,75648.28125,145.83638,25697.27734,0,0
41,0,0,75918.28125,0,25967.27734,0,20
42,14.583638,0,75648.28125,145.83638,25697.27734,0,0
43,14.583638,0,75648.28125,145.83638,25697.27734,0,0
44,14.583638,0,75648.28125,145.83638,25697.27734,0,0
45,14.583638,0,75648.28125,145.83638,25697.27734,0,0
46,14.583638,0,75648.28125,145.83638,25697.27734,0,0
47,0,14.084508,75648.28125,0,25697.41797,0,0
48,0,28.169016,75648.28125,0,25697.55859,0,0
49,0,28.169016,20278.41016,0,-29672.30859,2,0
50,2,24.829016,20323.00977,20,-29627.74219,0,0
51,0.867674,23.379999,20280.09375,8.676744,-29670.67188,1.132326,0
52,0,23.379999,20259.60938,0,-29691.15625,2,0
53,0,23.379999,20348.00977,0,-29602.75586,2,0
54,0,23.379999,20253.20898,0,-29697.55664,2,0
55,0,23.379999,20240.60938,0,-29710.15625,2,0
56,0,23.379999,20260.20898,0,-29690.55664,2,0
57,0,23.379999,20339.20898,0,-29611.55664,2,0
58,2,20.039999,20323.00977,20,-29627.78906,0,0
59,2,16.699999,20323.00977,20,-29627.82227,0,0
60,2,13.359999,20323.00977,20,-29627.85742,0,0
61,2,10.019999,20323.00977,20,-29627.89063,0,0
62,0,10.019999,20236.00977,0,-29714.89063,2,0
63,0,10.019999,20237.20898,0,-29713.68945,2,0
64,0,10.019999,20249.41016,0,-29701.49023,2,0
65,0,10.019999,20229.41016,0,-29721.49023,2,0
66,2,6.679998,20323.00977,20,-29627.92383,0,0
67,0,6.679998,20234.81055,0,-29716.12305,2,0
68,2,3.339998,20323.00977,20,-29627.95703,0,0
69,1.999999,0,20323.00977,19.999992,-29627.99023,0.000001,0
70,0,0,20295.60938,0,-29655.39063,2,0
71,0,0,20264.41016,0,-29686.58984,2,0
72,0,0,20343.20898,0,-29607.79102,2,0
73,0,0,36196.39063,0,-13754.60938,1,0
74,0,0,36191.19141,0,-13759.80957,1,0
75,0,0,36202.58984,0,-13748.40918,1,0
76,0,0,36250.78906,0,-13700.20996,1,0
77,0,0,36235.58984,0,-13715.40918,1,0
78,0,0,36194.69141,0,-13756.30957,1,0
79,0,0,36196.19141,0,-13754.80957,1,0
80,0,0,36269.39063,0,-13681.60938,1,0
81,0,0,36200.08984,0,-13750.90918,1,0
82,0,0,36194.08984,0,-13756.90918,1,0
83,0,0,36151.19141,0,-13799.80957,1,0
84,0,0,36189.28906,0,-13761.70996,1,0
85,0,0,36007.08984,0,-13943.90918,1,0
86,0,0,36197.78906,0,-13753.20996,1,0
87,0,0,36210.39063,0,-13740.60938,1,0
88,0,0,36192.49219,0,-13758.50977,1,0
89,0,0,36196.89063,0,-13754.10938,1,0
90,0,0,36175.69141,0,-13775.30957,1,0
91,0,0,36187.69141,0,-13763.30957,1,0
92,0,0,36174.08984,0,-13776.90918,1,0
93,0,0,36191.58984,0,-13759.40918,1,0
94,0,0,36195.39063,0,-13755.60938,1,0
95,0,0,36212.28906,0,-13738.70996,1,0
96,0,0,36199.28906,0,-13751.70996,1,0
97,0,0,69940.85156,0,19989.85156,0,6
98,0,0,69973.25,0,20022.25195,0,6
99,0,0,69982.85156,0,20031.85156,0,6
100,0,0,70816.85156,0,20865.85156,0,6
101,0,0,71787.05469,0,21836.05273,0,6
102,0,0,69953.45313,0,20002.45117,0,6
103,0,0,70203.05469,0,20252.05273,0,6
104,0,0,70083.64844,0,20132.65234,0,6
105,0,0,69947.45313,0,19996.45117,0,6
106,4.375092,0,69875.45313,43.750916,19924.45117,0,0
107,4.375092,0,69875.45313,43.750916,19924.45117,0,0
108,4.375092,0,69875.45313,43.750916,19924.45117,0,0
109,4.375092,0,69875.45313,43.750916,19924.45117,0,0
110,4.375092,0,69875.45313,43.750916,19924.45117,0,0
111,4.375092,0,69875.45313,43.750916,19924.45117,0,0
112,4.375092,0,69875.45313,43.750916,19924.45117,0,0
113,4.375092,0,69875.45313,43.750916,19924.45117,0,0
114,4.375092,0,69875.45313,43.750916,19924.45117,0,0
115,2.042002,2.253238,69875.45313,20.420025,19924.47461,0,0
116,0,6.47859,69875.45313,0,19924.51758,0,0
117,0,10.703942,69875.45313,0,19924.55859,0,0
118,0,14.929295,69875.45313,0,19924.60156,0,0
119,0,19.154646,69875.45313,0,19924.64453,0,0
120,0,23.379997,69875.45313,0,19924.68555,0,0
121,2,20.039997,12930.33984,20,-37020.46094,0,0
122,1.999999,16.699999,12930.33984,19.999987,-37020.49219,0.000001,0
123,0,16.699999,12779.54004,0,-37171.29297,2,0
124,2,13.36,12930.33984,19.999996,-37020.52734,0,0
125,0,13.36,12843.74023,0,-37107.125,2,0
126,0,13.36,12828.74023,0,-37122.125,2,0
127,2,10.02,12930.33984,20,-37020.55859,0,0
128,2,6.68,12930.33984,20,-37020.59375,0,0
129,2,3.34,12930.33984,20,-37020.625,0,0
130,0,3.34,12814.54004,0,-37136.42578,2,0
131,2,0,12930.33984,20,-37020.66016,0,0
132,0,0,12832.93945,0,-37118.05859,2,0
133,0,0,12837.13965,0,-37113.85938,2,0
134,0,0,12871.54004,0,-37079.46094,2,0
135,0,0,12850.13965,0,-37100.85938,2,0
136,0,0,12859.33984,0,-37091.66016,2,0
137,0,0,12938.74023,0,-37012.26172,2,0
138,0,0,12908.74023,0,-37042.26172,2,0
139,0,0,12842.33984,0,-37108.66016,2,0
140,0,0,12904.13965,0,-37046.85938,2,0
141,0,0,12773.13965,0,-37177.85938,2,0
142,0,0,12908.74023,0,-37042.26172,2,0
143,0,0,12862.74023,0,-37088.26172,2,0
144,0,0,12864.33984,0,-37086.66016,2,0
145,12.396092,0,34696.77734,123.96093,-15254.2207,0,0
146,12.396092,0,34696.77734,123.96093,-15254.2207,0,0
147,12.396092,0,34696.77734,123.96093,-15254.2207,0,0
148,12.396092,0,34696.77734,123.96093,-15254.2207,0,0
149,12.396092,0,34696.77734,123.96093,-15254.2207,0,0
150,12.396092,0,34696.77734,123.96093,-15254.2207,0,0
151,12.396092,0,34696.77734,123.96093,-15254.2207,0,0
152,12.396092,0,34696.77734,123.96093,-15254.2207,0,0
153,12.396092,0,34696.77734,123.96093,-15254.2207,0,0
154,12.396092,0,34696.77734,123.96093,-15254.2207,0,0
155,0,0,34708.67969,0,-15242.32129,0,17
156,12.396092,0,34696.77734,123.96093,-15254.2207,0,0
157,12.396092,0,34696.77734,123.96093,-15254.2207,0,0
158,12.396092,0,34696.77734,123.96093,-15254.2207,0,0
159,12.396092,0,34696.77734,123.96093,-15254.2207,0,0
160,12.396092,0,34696.77734,123.96093,-15254.2207,0,0
161,8.959463,3.31901,34696.77734,89.594627,-15254.1875,0,0
162,0,15.290841,34696.77734,0,-15254.06836,0,0
163,0,27.262672,34696.77734,0,-15253.94824,0,0
164,0,39.234505,34696.77734,0,-15253.82813,0,0
165,0,51.206337,34696.77734,0,-15253.70898,0,0
166,0,63.178169,34696.77734,0,-15253.58887,0,0
167,0,75.150002,34696.77734,0,-15253.46973,0,0
168,0,87.121834,34696.77734,0,-15253.34961,0,0
169,9,72.091835,233102,90,183151.7188,0,0
170,0,72.091835,232801.3906,0,182851.1094,9,0
171,0,72.091835,232831.0938,0,182880.8125,9,0
172,0,72.091835,232789.6875,0,182839.4063,9,0
173,0,72.091835,232847.2969,0,182897.0156,9,0
174,0,72.091835,232787.8906,0,182837.6094,9,0
175,0,72.091835,232301.8906,0,182351.6094,9,0
176,0,72.091835,232127.2969,0,182177.0156,9,0
177,9,57.061836,233102,90,183151.5625,0,0
178,0,57.061836,231985.0938,0,182034.6563,9,0
179,0,57.061836,232540.3906,0,182589.9688,9,0
180,0,57.061836,232563.7969,0,182613.3594,9,0
181,0,57.061836,232446.7969,0,182496.3594,9,0
182,7.168765,45.09,232788.2969,71.687653,182837.75,1.831235,0
183,9,30.060001,233102,90,183151.2969,0,0
184,9,15.030002,233102,90,183151.1406,0,0
185,9,0.000002,233102,90,183151,0,0
186,0,0.000002,232664.5938,0,182713.5938,9,0
187,0,0.000002,232679,0,182728,9,0
188,0,0.000002,232785.1875,0,182834.1875,9,0
189,0,0.000002,233117.2969,0,183166.2969,9,0
190,0,0.000002,232220,0,182269,9,0
191,0,0.000002,232575.5,0,182624.5,9,0
192,0,0.000002,232366.6875,0,182415.6875,9,0
193,0,0.000002,177932.1094,0,127981.1016,48,0
194,0,0.000002,178772.1094,0,128821.1016,48,0
195,0,0.000002,178176.9063,0,128225.9063,48,0
196,0,0.000002,178714.5,0,128763.5,48,0
197,0,0.000002,178868.1094,0,128917.1016,48,0
198,0,0.000002,178594.5,0,128643.5,48,0
199,0,0.000002,177020.1094,0,127069.1016,48,0
200,0.000001,0,169815.2969,0.000012,119864.3047,48,0
201,0,0,170972.1094,0,121021.1016,48,0
202,0,0,177672.9063,0,127721.9063,48,0
203,0,0,175839.2969,0,125888.3047,48,0
204,0,0,178200.9063,0,128249.9063,48,0
205,0,0,177706.5,0,127755.5,48,0
206,0,0,176991.2969,0,127040.3047,48,0
207,0,0,178359.2969,0,128408.3047,48,0
208,0,0,177908.1094,0,127957.1016,48,0
209,0,0,176621.7031,0,126670.7031,48,0
210,0,0,178834.5,0,128883.5,48,0
211,0,0,175709.7031,0,125758.7031,48,0
212,0,0,177610.5,0,127659.5,48,0
213,0,0,176621.7031,0,126670.7031,48,0
214,0,0,178479.2969,0,128528.3047,48,0
215,0,0,173160.9063,0,123209.9063,48,0
216,0,0,174140.1094,0,124189.1016,48,0
217,11.666911,0,12484.53027,116.669106,-37466.46875,0,0
218,11.666911,0,12484.53027,116.669106,-37466.46875,0,0
219,11.666911,0,12484.53027,116.669106,-37466.46875,0,0
220,11.666911,0,12484.53027,116.669106,-37466.46875,0,0
221,11.666911,0,12484.53027,116.669106,-37466.46875,0,0
222,11.666911,0,12484.53027,116.669106,-37466.46875,0,0
223,11.666911,0,12484.53027,116.669106,-37466.46875,0,0
224,11.666911,0,12484.53027,116.669106,-37466.46875,0,0
225,11.666911,0,12484.53027,116.669106,-37466.46875,0,0
226,11.666911,0,12484.53027,116.669106,-37466.46875,0,0
227,11.666911,0,12484.53027,116.669106,-37466.46875,0,0
228,11.666911,0,12484.53027,116.669106,-37466.46875,0,0
229,11.666911,0,12484.53027,116.669106,-37466.46875,0,0
230,11.666911,0,12484.53027,116.669106,-37466.46875,0,0
231,7.730647,3.801543,12484.53027,77.306473,-37466.42969,0,0
232,0,15.069149,12484.53027,0,-37466.32031,0,0
233,0,26.336756,12484.53027,0,-37466.20703,0,0
234,0,37.604362,12484.53027,0,-37466.09375,0,0
235,0,48.871967,12484.53027,0,-37465.98047,0,0
236,0,60.139572,12484.53027,0,-37465.86719,0,0
237,0,71.407181,12484.53027,0,-37465.75391,0,0
238,0,82.674789,12484.53027,0,-37465.64453,0,0
239,0,93.942398,12484.53027,0,-37465.53125,0,0
240,0,105.210007,12484.53027,0,-37465.41797,0,0
241,0,105.210007,29769.60156,0,-20180.34766,21,0
242,0,105.210007,29675.10156,0,-20274.84766,21,0
243,0,105.210007,29691.90039,0,-20258.04688,21,0
244,0,105.210007,29668.80078,0,-20281.14648,21,0
245,0,105.210007,29784.30078,0,-20165.64648,21,0
246,0,105.210007,29784.30078,0,-20165.64648,21,0
247,0,105.210007,29929.20117,0,-20020.74805,21,0
248,0,105.210007,30557.10156,0,-19392.84766,21,0
249,0,105.210007,30019.5,0,-19930.44727,21,0
250,0,105.210007,29603.70117,0,-20346.24805,21,0
251,0,105.210007,29662.5,0,-20287.44727,21,0
252,0,105.210007,29647.80078,0,-20302.14648,21,0
253,0,105.210007,29746.5,0,-20203.44727,21,0
254,21,70.140007,30424.80078,210,-19525.49805,0,0
255,0,70.140007,29710.80078,0,-20239.49805,21,0
256,0,70.140007,29597.40039,0,-20352.89844,21,0
257,0,70.140007,28868.70117,0,-21081.59766,21,0
258,0,70.140007,29830.5,0,-20119.79688,21,0
259,0,70.140007,29817.90039,0,-20132.39844,21,0
260,0,70.140007,29820,0,-20130.29688,21,0
261,0,70.140007,29969.10156,0,-19981.19727,21,0
262,0,70.140007,29278.20117,0,-20672.09766,21,0
263,0,70.140007,29177.40039,0,-20772.89844,21,0
264,0,70.140007,28520.10156,0,-21430.19727,21,0
265,0,70.140007,85980.10156,0,36029.80469,36,0
266,0,70.140007,86318.5,0,36368.20313,36,0
267,36,10.020008,87117.70313,360,37166.80078,0,0
268,0,10.020008,86433.70313,0,36482.80078,36,0
269,0,10.020008,89518.89844,0,39568,36,0
270,0,10.020008,89140.89844,0,39190.00391,36,0
271,0,10.020008,85386.10156,0,35435.20313,36,0
272,6.000005,0,83391.70313,60.00005,33440.70313,29.999994,0
273,0,0,82736.5,0,32785.5,36,0
274,0,0,85479.70313,0,35528.70313,36,0
275,0,0,85166.5,0,35215.5,36,0
276,0,0,85540.89844,0,35589.90234,36,0
277,0,0,85659.70313,0,35708.70313,36,0
278,0,0,85749.70313,0,35798.70313,36,0
279,0,0,85742.5,0,35791.5,36,0
280,0,0,85803.70313,0,35852.70313,36,0
281,0,0,85108.89844,0,35157.90234,36,0
282,0,0,84972.10156,0,35021.10156,36,0
283,0,0,85584.10156,0,35633.10156,36,0
284,0,0,85702.89844,0,35751.90234,36,0
285,0,0,84799.30469,0,34848.30078,36,0
286,0,0,83110.89844,0,33159.90234,36,0
287,0,0,83280.10156,0,33329.10156,36,0
288,0,0,83172.10156,0,33221.10156,36,0
289,0,0,133680.3125,0,83729.3125,3,0
290,0,0,133398.6094,0,83447.60938,3,0
291,0,0,133468.8125,0,83517.8125,3,0
292,0,0,133754.7188,0,83803.71094,3,0
293,0,0,133767.9063,0,83816.91406,3,0
294,0,0,133827.3125,0,83876.3125,3,0
295,0,0,133581.0156,0,83630.01563,3,0
296,0,0,133570.5156,0,83619.51563,3,0
297,0,0,133842.0156,0,83891.01563,3,0
298,0,0,133425.0156,0,83474.01563,3,0
299,0,0,133459.2188,0,83508.21094,3,0
300,0,0,133408.8125,0,83457.8125,3,0
301,0,0,133371.3125,0,83420.3125,3,0
302,0,0,133691.1094,0,83740.10938,3,0
303,0,0,133719.3125,0,83768.3125,3,0
304,0,0,133635.9063,0,83684.91406,3,0
305,0,0,133769.7188,0,83818.71094,3,0
306,0,0,133689.3125,0,83738.3125,3,0
307,0,0,133645.2188,0,83694.21094,3,0
308,0,0,133807.8125,0,83856.8125,3,0
309,0,0,133820.1094,0,83869.10938,3,0
310,0,0,133526.7188,0,83575.71094,3,0
311,0,0,133511.1094,0,83560.10938,3,0
312,0,0,133503.3125,0,83552.3125,3,0
313,0,0,89489.39844,0,39538.39844,42,0
314,0,0,91429.79688,0,41478.79688,42,0
315,0,0,93282,0,43330.99609,42,0
316,0,0,92988,0,43036.99609,42,0
317,0,0,93198,0,43246.99609,42,0
318,0,0,93534,0,43582.99609,42,0
319,0,0,95781,0,45829.99609,42,0
320,0,0,95520.59375,0,45569.59766,42,0
321,0,0,92925,0,42973.99609,42,0
322,0,0,92820,0,42868.99609,42,0
323,0,0,89321.39844,0,39370.39844,42,0
324,0,0,88510.79688,0,38559.79688,42,0
325,0,0,92421,0,42469.99609,42,0
326,0,0,87717,0,37765.99609,42,0
327,0,0,91912.79688,0,41961.79688,42,0
328,0,0,93609.59375,0,43658.59766,42,0
329,0,0,90291.59375,0,40340.59766,42,0
330,0,0,86339.39844,0,36388.39844,42,0
331,0,0,91291.19531,0,41340.19922,42,0
332,0,0,92190,0,42238.99609,42,0
333,0,0,88918.19531,0,38967.19922,42,0
334,0,0,91186.19531,0,41235.19922,42,0
335,0,0,94176.59375,0,44225.59766,42,0
336,0,0,88687.19531,0,38736.19922,42,0
337,0,0,59294.35156,0,9343.350586,5,0
338,0,0,59295.85156,0,9344.850586,5,0
339,0,0,59108.35156,0,9157.350586,5,0
340,0,0,59072.85156,0,9121.850586,5,0
341,0,0,58859.35156,0,8908.351563,5,0
342,0,0,59260.85156,0,9309.850586,5,0
343,0,0,58814.85156,0,8863.851563,5,0
344,0,0,58834.35156,0,8883.351563,5,0
345,0,0,58607.85156,0,8656.850586,5,0
346,0,0,59005.85156,0,9054.850586,5,0
347,0,0,59002.85156,0,9051.850586,5,0
348,0,0,58742.85156,0,8791.850586,5,0
349,0,0,58580.35156,0,8629.350586,5,0
350,0,0,58195.85156,0,8244.851563,5,0
351,0,0,58146.85156,0,8195.851563,5,0
352,0,0,58916.35156,0,8965.350586,5,0
353,0,0,59105.35156,0,9154.350586,5,0
354,0,0,59171.35156,0,9220.350586,5,0
355,0,0,59145.35156,0,9194.350586,5,0
356,0,0,59028.85156,0,9077.851563,5,0
357,0,0,58933.85156,0,8982.850586,5,0
358,0,0,59231.35156,0,9280.350586,5,0
359,0,0,59394.85156,0,9443.851563,5,0
360,0,0,59403.35156,0,9452.350586,5,0
361,11.666911,0,120564.6953,116.669106,70613.69531,0,0
362,11.666911,0,120564.6953,116.669106,70613.69531,0,0
363,11.666911,0,120564.6953,116.669106,70613.69531,0,0
364,0,0,121155.0938,0,71204.09375,0,16
365,11.666911,0,120564.6953,116.669106,70613.69531,0,0
366,0,0,121625.4922,0,71674.49219,0,16
367,0,0,120729.4922,0,70778.49219,0,16
368,11.666911,0,120564.6953,116.669106,70613.69531,0,0
369,11.666911,0,120564.6953,116.669106,70613.69531,0,0
370,11.666911,0,120564.6953,116.669106,70613.69531,0,0
371,11.666911,0,120564.6953,116.669106,70613.69531,0,0
372,11.666911,0,120564.6953,116.669106,70613.69531,0,0
373,11.666911,0,120564.6953,116.669106,70613.69531,0,0
374,0,0,121014.2969,0,71063.29688,0,16
375,11.666911,0,120564.6953,116.669106,70613.69531,0,0
376,0,0,120713.4922,0,70762.49219,0,16
377,11.666911,0,120564.6953,116.669106,70613.69531,0,0
378,11.666911,0,120564.6953,116.669106,70613.69531,0,0
379,11.666911,0,120564.6953,116.669106,70613.69531,0,0
380,11.666911,0,120564.6953,116.669106,70613.69531,0,0
381,11.666911,0,120564.6953,116.669106,70613.69531,0,0
382,0,0,121355.0938,0,71404.09375,0,16
383,0,0,120793.4922,0,70842.49219,0,16
384,0,0,121531.0938,0,71580.09375,0,16
385,22.799997,1.924004,110150.1406,227.999985,60199.16406,0,0
386,22.799997,3.848008,110150.1406,227.999985,60199.18359,0,0
387,22.799997,5.772012,110150.1406,227.999985,60199.19922,0,0
388,22.799997,7.696016,110150.1406,227.999985,60199.21875,0,0
389,22.799997,9.62002,110150.1406,227.999985,60199.23828,0,0
390,22.799997,11.544024,110150.1406,227.999985,60199.25781,0,0
391,22.799997,13.468027,110150.1406,227.999985,60199.27734,0,0
392,22.799997,15.392031,110150.1406,227.999985,60199.29688,0,0
393,22.799997,17.316034,110150.1406,227.999985,60199.31641,0,0
394,22.799997,19.240038,110150.1406,227.999985,60199.33594,0,0
395,22.799997,21.164042,110150.1406,227.999985,60199.35547,0,0
396,22.799997,23.088045,110150.1406,227.999985,60199.375,0,0
397,22.799997,25.012049,110150.1406,227.999985,60199.39453,0,0
398,25.898434,0,111459.1406,258.984344,61508.14453,0,34
399,0,0,111425.1406,0,61474.14453,0,34
400,22.799997,1.924004,110150.1406,227.999985,60199.16406,0,0
401,22.799997,3.848008,110150.1406,227.999985,60199.18359,0,0
402,22.799997,5.772012,110150.1406,227.999985,60199.19922,0,0
403,22.799997,7.696016,110150.1406,227.999985,60199.21875,0,0
404,22.799997,9.62002,110150.1406,227.999985,60199.23828,0,0
405,0,33.563683,110150.1406,0,60199.48047,0,0
406,0,57.507347,110150.1406,0,60199.71875,0,0
407,0,81.451012,110150.1406,0,60199.95703,0,0
408,0,105.394676,110150.1406,0,60200.19531,0,0
409,8.110586,91.849998,14712.62305,81.105865,-35237.45703,2.889414,0
410,0,91.849998,14466.34961,0,-35483.73047,11,0
411,0,91.849998,14511.4502,0,-35438.63281,11,0
412,0,91.849998,14939.34961,0,-35010.73047,11,0
413,0,91.849998,15028.4502,0,-34921.63281,11,0
414,0,91.849998,15011.9502,0,-34938.13281,11,0
415,0,91.849998,14475.15039,0,-35474.92969,11,0
416,0,91.849998,14695.15039,0,-35254.92969,11,0
417,0,91.849998,14403.65039,0,-35546.42969,11,0
418,0,91.849998,14361.84961,0,-35588.23047,11,0
419,0,91.849998,14447.65039,0,-35502.42969,11,0
420,0,91.849998,14239.75,0,-35710.33203,11,0
421,0,91.849998,14320.04981,0,-35630.03125,11,0
422,0,91.849998,14375.04981,0,-35575.03125,11,0
423,0,91.849998,14229.84961,0,-35720.23047,11,0
424,0,91.849998,14345.34961,0,-35604.73047,11,0
425,11,73.479996,14800.75,110,-35149.51563,0,0
426,11,55.109997,14800.75,110,-35149.69922,0,0
427,11,36.739998,14800.75,110,-35149.88281,0,0
428,11,18.369999,14800.75,110,-35150.06641,0,0
429,0,18.369999,13995.54981,0,-35955.26563,11,0
430,0,18.369999,14414.65039,0,-35536.16797,11,0
431,3,13.36,13922.34961,29.999996,-36028.51563,8,0
432,0,13.36,14488.34961,0,-35462.51563,11,0
433,0,13.36,34934.44141,0,-15016.42578,4,0
434,0,13.36,34962.44141,0,-14988.42578,4,0
435,0,13.36,34947.24219,0,-15003.62598,4,0
436,0,13.36,34956.83984,0,-14994.02637,4,0
437,0,13.36,34980.44141,0,-14970.42578,4,0
438,0,13.36,34863.64063,0,-15087.22559,4,0
439,0,13.36,34902.83984,0,-15048.02637,4,0
440,0,13.36,34699.64063,0,-15251.22559,4,0
441,4,6.68,35079.24219,40,-14871.69238,0,0
442,4,0,35079.24219,40,-14871.75977,0,0
443,0,0,34932.44141,0,-15018.55957,4,0
444,0,0,34922.44141,0,-15028.55957,4,0
445,0,0,34938.44141,0,-15012.55957,4,0
446,0,0,34922.03906,0,-15028.95996,4,0
447,0,0,34892.44141,0,-15058.55957,4,0
448,0,0,34923.64063,0,-15027.35938,4,0
449,0,0,34932.83984,0,-15018.15918,4,0
450,0,0,34984.03906,0,-14966.95996,4,0
451,0,0,34909.24219,0,-15041.75977,4,0
452,0,0,34635.64063,0,-15315.35938,4,0
453,0,0,34908.03906,0,-15042.95996,4,0
454,0,0,34942.03906,0,-15008.95996,4,0
455,0,0,34945.64063,0,-15005.35938,4,0
456,0,0,34925.64063,0,-15025.35938,4,0
457,4.375092,0,11835.95996,43.750916,-38115.03906,0,0
458,0,0,11891.16016,0,-38059.83984,0,6
459,4.375092,0,11835.95996,43.750916,-38115.03906,0,0
460,4.375092,0,11835.95996,43.750916,-38115.03906,0,0
461,4.375092,0,11835.95996,43.750916,-38115.03906,0,0
462,4.375092,0,11835.95996,43.750916,-38115.03906,0,0
463,4.375092,0,11835.95996,43.750916,-38115.03906,0,0
464,4.375092,0,11835.95996,43.750916,-38115.03906,0,0
465,4.375092,0,11835.95996,43.750916,-38115.03906,0,0
466,4.375092,0,11835.95996,43.750916,-38115.03906,0,0
467,4.375092,0,11835.95996,43.750916,-38115.03906,0,0
468,4.375092,0,11835.95996,43.750916,-38115.03906,0,0
469,4.375092,0,11835.95996,43.750916,-38115.03906,0,0
470,4.375092,0,11835.95996,43.750916,-38115.03906,0,0
471,4.375092,0,11835.95996,43.750916,-38115.03906,0,0
472,4.375092,0,11835.95996,43.750916,-38115.03906,0,0
473,4.375092,0,11835.95996,43.750916,-38115.03906,0,0
474,4.375092,0,11835.95996,43.750916,-38115.03906,0,0
475,4.375092,0,11835.95996,43.750916,-38115.03906,0,0
476,0,4.225352,11835.95996,0,-38114.99609,0,0
477,0,8.450705,11835.95996,0,-38114.95703,0,0
478,0,12.676057,11835.95996,0,-38114.91406,0,0
479,0,16.901409,11835.95996,0,-38114.87109,0,0
480,0,21.12676,11835.95996,0,-38114.82813,0,0
481,0,21.12676,13829.81934,0,-36120.96875,2,0
482,0,21.12676,13828.41992,0,-36122.36719,2,0
483,0,21.12676,13828.81934,0,-36121.96875,2,0
484,0,21.12676,13819.41992,0,-36131.36719,2,0
485,0,21.12676,13823.62012,0,-36127.16797,2,0
486,0,21.12676,13919.01953,0,-36031.76953,2,0
487,2,17.78676,13903.62012,20,-36047.20313,0,0
488,0,17.78676,13811.01953,0,-36139.80078,2,0
489,0,17.78676,13853.62012,0,-36097.20313,2,0
490,0.650755,16.699999,13832.10938,6.50755,-36118.72266,1.349245,0
491,2,13.359999,13903.62012,20,-36047.24609,0,0
492,0,13.359999,13814.01953,0,-36136.84766,2,0
493,0,13.359999,13810.41992,0,-36140.44531,2,0
494,2,10.019999,13903.62012,20,-36047.28125,0,0
495,0,10.019999,13808.62012,0,-36142.28125,2,0
496,2,6.679998,13903.62012,20,-36047.3125,0,0
497,0,6.679998,13796.21973,0,-36154.71484,2,0
498,0,6.679998,13806.01953,0,-36144.91406,2,0
499,0,6.679998,13819.81934,0,-36131.11328,2,0
500,0,6.679998,13802.41992,0,-36148.51172,2,0
501,0,6.679998,13823.41992,0,-36127.51172,2,0
502,0,6.679998,13750.41992,0,-36200.51172,2,0
503,0,6.679998,13831.81934,0,-36119.11328,2,0
504,0,6.679998,13791.41992,0,-36159.51172,2,0
505,0,6.679998,121310.7266,0,71359.79688,7,0
506,0,6.679998,121333.8281,0,71382.89063,7,0
507,0,6.679998,121337.3281,0,71386.39063,7,0
508,0,6.679998,121331.0234,0,71380.09375,7,0
509,0,6.679998,121312.125,0,71361.19531,7,0
510,0,6.679998,121305.125,0,71354.19531,7,0
511,0,6.679998,121027.9297,0,71076.99219,7,0
512,0,6.679998,121496.9297,0,71545.99219,7,0
513,0,6.679998,121126.625,0,71175.69531,7,0
514,0,6.679998,120307.625,0,70356.69531,7,0
515,0,6.679998,120992.2266,0,71041.29688,7,0
