,0
0,-1.8172665727865764
1,0.0
2,9.317326003801327
3,21.613786013852973
4,15.948339815421079
5,25.797265723253247
6,34.75401492056216
7,30.905620635268633
8,27.819295732499977
9,22.022440808516667
10,27.65904239079961
11,36.62219933464356
12,38.76932682525715
13,46.29204519765182
14,38.32739234375603
15,47.47302240554183
16,46.87831122622882
17,51.985249854734654
18,57.2701781086285
19,65.79232738280905
20,60.10572891787622
21,65.31568157589247
22,66.20664091158831
23,55.51351647094614
24,54.390824679657364
25,46.78086196620484
26,52.40426187214879
27,40.75773459173171
28,43.403730462668435
29,32.94972859215476
30,21.177285847516153
31,32.57276913221823
32,21.191485954280047
33,10.018742451840001
34,9.755101546559038
35,0.006494794298903983
36,0.0
37,2.8044395618775075
38,7.925290548749717
39,10.984497718589225
40,15.488185844882535
41,7.880338570549157
42,1.6380549901677215
43,7.208563505895427
44,2.922323632334379
45,13.254249740536162
46,13.867177788575667
47,18.621554331847648
48,22.650109223726908
49,27.214619538459253
50,33.5653531184444
51,27.24141157324517
52,29.034192384031495
53,27.47151453547251
54,32.254129204406745
55,36.60622575436899
56,30.404544942272704
57,29.61149872503403
58,34.14415698307509
59,34.413201760073534
60,35.81410226400224
61,39.127389068436486
62,33.3624900110707
63,37.76183532014601
64,44.554876011497676
65,40.82317375685885
66,37.90753014881745
67,38.30333070650064
68,39.099383754187606
69,44.75186345005452
70,47.02132501371231
71,50.53435868181967
72,43.64277817195139
73,39.73354944679734
74,45.31508184318151
75,43.22491391808984
76,42.48586544393548
77,39.90361690823955
78,34.49242699565892
79,26.244804119660223
80,20.991090195615534
81,21.260510896213805
82,26.67449041335756
83,24.161728760789515
84,27.418678917359298
85,31.72057725037307
86,39.66556895813456
87,31.747115122305296
88,36.84955029325278
89,41.2135049364308
90,32.61316927892315
91,24.09389233190699
92,17.47918800199515
93,18.45530661779522
94,24.22150765815873
95,18.932895042060416
96,13.252520980052722
97,13.933456145283015
98,15.46141319211104
99,25.28489567651033
100,21.23270486351489
101,27.10409052847924
102,21.735427942269617
103,26.54358888871829
104,22.894587386963046
105,25.140816657494433
106,33.266025775599964
107,25.147656990403185
108,34.91477719877662
109,44.82490149182874
110,46.822389673405375
111,55.557852154254846
112,49.48699512096479
113,51.986139755709964
114,57.765985201807936
115,66.60099383243298
116,69.34319023014504
117,72.01283574218584
118,80.47690600202402
119,75.67032933336068
120,72.18210413345359
121,65.45478845319462
122,73.3271699391832
123,76.0778228987169
124,69.24116443370318
125,65.85063913215289
126,59.682507897814816
127,56.26467996185267
128,57.78945076420775
129,60.584034230055586
130,58.19783776046189
131,63.44065162879497
132,62.70348388826543
133,65.38360624206247
134,58.661832327283285
135,65.47849295564654
136,72.10733661740927
137,73.29800291348884
138,78.9836905085456
139,73.60415543282306
140,68.75644194616618
141,71.03898905226401
142,64.16000213813345
143,65.54278995222433
144,76.75323890141617
145,73.42050089641016
146,74.7022893383419
147,82.515007801902
148,85.2184724114545
149,94.72002969213852
150,90.24934693160253
151,84.5325175986081
152,90.95209079368351
153,86.1846328739801
154,86.94452621041478
155,84.5519824533416
156,89.46521170533418
157,90.66905518269186
158,96.67271722321945
159,99.01796013033483
160,100.09553357031062
161,101.12611399936957
162,92.29241708509484
163,82.54534107940461
164,82.83397965476306
165,82.97161379830044
166,82.70517563867212
167,72.32461799074912
168,82.35795723462023
169,69.84737423623591
170,78.68855184470779
171,73.28754543808144
172,73.26899607722089
173,76.33873081601719
174,67.20132272658621
175,54.27756586235379
176,58.77951146611546
177,70.29807152812252
178,63.62215974149598
179,49.36206027207397
180,44.50955540267612
181,36.754710048674305
182,23.524988499123978
183,24.58784618268832
184,29.31292963833228
185,23.24893952249811
186,12.32864790245084
187,13.042147642128018
188,24.70379814184144
189,24.18317237349443
190,32.457883182818335
191,44.98242016717154
192,48.883313965018395
193,62.44777220413245
194,49.10939761192513
195,63.14633959223176
196,70.80022199060335
197,74.97847958067435
198,80.85687527372083
199,89.03942243600616
200,87.77377634194272
201,92.20806299392919
202,83.36893198348419
203,88.07638117500152
204,73.14079685482261
205,88.10560913895841
206,91.54946207547367
207,97.16976481831361
208,111.99535145337795
209,114.1549960786861
210,118.6519643238997
211,129.84210116291376
212,126.07774695816842
213,113.42735159199185
214,107.9914104432093
215,114.039205218744
216,80.0
217,77.53723046634289
218,80.0
219,79.81824124177841
220,73.66343540325147
221,79.61909668342231
222,80.0
223,76.2943649380178
224,69.83468713162355
225,68.39650482135285
226,66.51960179438679
227,74.11434313954392
228,71.0122354640124
229,76.71173401487273
230,74.26677997810607
231,75.36811222114767
232,78.61414459242653
233,72.65731637509944
234,67.27545614754209
235,73.20050906417704
236,74.72082649431935
237,77.6493969056495
238,72.42285001409735
239,69.82732313432047
240,65.66857265347429
241,73.33913973899723
242,70.63459164501823
243,63.46510401300033
244,62.65834080479131
245,58.18247127789185
246,55.09782285616989
247,59.03128400514798
248,64.6710783125666
249,58.181107468811106
250,57.29727942838651
251,63.12323457157469
252,59.66771437150914
253,57.736297357638065
254,62.760319755814244
255,65.09462910092655
256,64.44132748929103
257,59.02716620850969
258,67.87693346322112
259,63.79358373385412
260,62.65003557377223
261,66.97728830053126
262,64.17154519617247
263,61.20342564035573
264,63.52001512549617
265,62.19079224326116
266,64.67534630135069
267,58.058313284071275
268,50.465674579145485
269,42.061604545653864
270,32.29382792635781
271,26.289717062545765
272,29.34598816882446
273,35.87450240080907
274,41.059422641330244
275,52.32359106864889
276,57.047257013202554
277,50.07883173845225
278,56.61240440049256
279,59.74217325139704
280,49.560029424160604
281,39.69048237397135
282,30.84932839453552
283,35.29299955621861
284,44.5456275876045
285,51.864291752585366
286,44.0923286705125
287,45.6912425471924
288,47.85585464935875
289,50.08847520257984
290,42.381900105842575
291,51.92935006141151
292,47.16562573687438
293,48.235463333481874
294,39.76836303322165
295,38.926657601054664
296,41.2968084860853
297,52.93241540658262
298,51.97680786113723
299,50.35024082698446
300,49.300598839566206
301,54.66357258988225
302,65.19510126831521
303,72.82222381895855
304,59.95259055228546
305,50.681932744002616
306,61.90663147380293
307,59.98147091709298
308,53.258508053998355
309,58.61434429792508
310,56.28004984517696
311,60.84348711586575
312,64.55907771305253
313,74.95780531457551
314,85.01743259937484
315,92.43973498858576
316,80.68010128667382
317,91.37069145789619
318,91.78177924016336
319,93.79893348360315
320,104.79467968340441
321,113.97787084993931
322,120.0
323,120.0
324,120.0
325,118.6621070426191
326,111.91994041794658
327,115.58856914887815
