Price (Euros)
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
0.0
0.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
0.0
0.0
0.0
45.0
45.0
45.0
45.0
45.0
45.0
0.0
0.0
0.0
45.0
45.0
45.0
45.0
45.0
45.0
24.58
45.0
45.0
18.48
5.53
45.0
45.0
4.5
45.0
4.5
45.0
45.0
45.0
21.29
45.0
45.0
45.0
45.0
14.57
50.0
50.0
50.0
50.0
50.0
47.63
47.53
45.0
35.99
45.0
45.0
45.0
45.0
4.5
45.0
20.08
20.42
27.92
45.0
34.04
45.0
45.0
45.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
45.0
50.0
45.0
45.0
45.0
45.0
45.0
45.0
50.0
50.0
50.0
45.0
45.0
45.0
45.0
45.0
50.0
50.0
50.94
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
45.0
45.0
45.0
45.0
46.59
48.15
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
50.0
50.0
50.0
50.0
45.0
45.0
45.0
29.05
45.0
45.0
45.0
45.0
45.0
45.0
44.6
45.0
45.0
45.0
45.0
13.01
13.01
9.0
0.0
0.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
9.0
45.0
45.0
45.0
13.28
45.0
45.0
45.0
45.0
14.38
45.0
45.0
45.0
45.0
45.0
45.0
45.0
0.0
45.0
45.0
45.0
45.0
0.0
0.0
0.0
0.0
0.0
9.0
45.0
9.0
9.0
45.0
45.0
9.0
9.0
9.0
9.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
9.0
9.0
0.0
0.0
9.0
9.0
9.0
45.0
45.0
45.0
45.0
45.0
45.0
9.0
45.0
45.0
45.0
0.0
0.0
0.0
0.0
45.0
45.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
45.0
45.0
9.0
45.0
9.0
45.0
45.0
45.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
45.0
45.0
45.0
45.0
0.0
0.0
0.0
0.0
45.0
45.0
9.0
45.0
1.52
45.0
45.0
45.0
1.52
45.0
0.0
0.0
0.0
0.0
0.0
0.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
9.0
45.0
45.0
45.0
45.0
45.0
7.97
7.97
0.0
45.0
0.0
45.0
45.0
45.0
0.0
0.0
0.0
0.0
9.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
0.0
9.0
0.0
0.0
45.0
45.0
45.0
45.0
9.0
0.0
0.0
0.0
4.5
45.0
45.0
45.0
9.0
9.0
1.52
45.0
45.0
4.5
45.0
45.0
0.0
0.0
0.0
45.0
45.0
45.0
13.01
45.0
15.0
33.84
9.0
35.11
45.0
45.0
48.8
49.19
50.0
50.0
50.85
50.85
49.19
49.19
47.63
46.59
45.0
45.0
45.0
45.0
45.08
46.25
46.7
50.85
50.85
47.63
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
37.18
45.0
47.85
47.85
48.15
45.0
46.59
46.59
46.59
50.0
50.0
50.0
50.41
66.60875
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
66.60875
66.60875
66.60875
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
66.60875
66.60875
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
66.60875
66.60875
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
45.0
45.0
45.0
46.59
46.59
47.85
50.0
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
64.41
56.56
57.88
57.88
57.88
66.60875
67.02
85.83
85.86
89.57
73.43
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
66.60875
66.60875
66.60875
66.60875
117.48233872794118
117.48233872794118
117.48233872794118
90.51
90.51
73.43
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
41.94
35.55
44.8
45.0
45.0
45.0
45.0
45.0
45.0
48.15
45.0
46.59
45.0
45.0
50.0
50.0
50.0
50.0
50.0
50.0
49.82
50.0
50.0
48.46
48.12
45.86
50.0
50.0
50.0
54.35
66.60875
56.34
50.62
49.5
49.2
46.06
46.06
45.83
45.0
45.0
45.0
45.0
49.29
50.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
40.39
40.84
45.0
45.0
45.0
45.0
45.0
38.68
45.0
45.0
45.0
45.0
38.39
44.8
50.0
50.0
50.0
50.0
66.60875
66.60875
66.60875
66.60875
66.60875
45.83
45.63
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
0.0
45.0
45.0
45.0
45.0
45.0
45.0
2.55
1.52
45.0
1.52
45.0
45.0
5.53
0.0
0.0
0.0
45.0
45.0
9.0
45.0
9.0
9.0
9.0
9.0
9.0
9.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
33.85
45.0
45.0
45.0
45.0
45.0
45.0
45.0
50.0
50.0
50.0
50.0
50.0
52.64
52.64
52.64
52.64
49.62
48.15
45.0
45.0
45.0
45.0
45.0
45.0
50.0
45.0
45.0
45.0
38.65
45.0
50.0
50.0
45.0
45.0
45.0
45.0
50.0
50.0
50.0
66.60875
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
66.60875
66.60875
50.53
45.0
45.0
45.0
37.84
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
38.65
42.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
48.15
50.0
50.0
49.82
48.15
48.15
48.15
48.15
50.0
46.59
50.0
50.0
50.0
50.0
50.0
64.92541527324231
117.48233872794118
117.48233872794118
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
64.92541527324231
64.92541527324231
66.60875
66.60875
66.60875
66.60875
66.60875
117.48233872794118
117.48233872794118
117.48233872794118
66.60875
66.60875
66.60875
50.99
52.64
52.64
52.64
66.60875
66.60875
66.60875
66.60875
66.60875
50.11
66.60875
66.60875
66.60875
66.60875
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
66.60875
64.92541527324231
49.2
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
0.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
50.0
47.63
47.63
49.41
50.0
50.0
50.0
50.0
50.0
50.0
45.0
50.0
50.0
50.0
46.74
47.04
47.04
49.19
47.12
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
9.0
14.38
0.0
0.0
0.0
19.56
43.7
50.0
50.0
50.0
50.0
50.0
50.0
50.0
52.64
45.0
45.0
45.0
45.0
45.0
45.0
45.0
50.0
50.0
50.0
50.0
50.0
45.0
45.0
50.0
52.64
52.64
48.15
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
67.06
66.60875
66.60875
66.60875
66.60875
66.60875
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
66.60875
66.60875
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
117.48233872794118
66.60875
66.60875
66.60875
45.0
45.0
66.60875
66.60875
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
66.60875
66.60875
66.60875
66.60875
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
50.88
50.65
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
42.89
42.89
42.89
45.0
49.62
49.62
49.62
50.0
50.0
45.0
45.0
50.0
46.59
47.85
50.0
50.0
50.0
50.94
66.60875
55.73
46.59
46.59
46.59
46.59
45.0
45.0
50.0
66.60875
66.60875
66.60875
45.33
46.59
65.4
45.0
52.64
45.0
45.0
45.52
48.8
50.0
66.60875
66.60875
66.60875
66.60875
66.60875
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
66.60875
66.60875
52.64
45.0
50.0
66.60875
66.60875
66.60875
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
45.0
45.0
45.0
45.0
45.0
45.0
49.29
50.0
50.0
66.60875
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
117.48233872794118
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
48.73
48.73
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
42.75
45.0
45.0
45.0
9.0
9.0
0.0
9.0
9.0
15.0
38.65
45.0
45.0
45.0
45.0
45.0
45.0
45.0
14.03
9.0
40.84
38.65
34.04
38.65
40.84
40.84
45.0
45.0
39.02
14.38
14.38
35.19
42.0
50.0
50.0
50.0
50.0
54.4
66.60875
117.48233872794118
66.60875
66.60875
66.60875
66.60875
66.60875
45.0
45.0
45.0
45.0
52.64
52.64
46.59
57.89
45.0
45.0
45.0
45.0
46.59
48.15
50.0
50.0
66.60875
117.48233872794118
117.48233872794118
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
46.59
65.39
52.64
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
9.0
9.0
0.0
0.0
45.0
45.0
45.0
45.0
45.0
45.0
9.0
45.0
45.0
45.0
37.84
40.26
45.0
45.0
40.26
45.0
45.0
45.0
45.0
21.52
9.0
9.0
9.0
9.0
9.0
9.0
45.0
9.0
0.0
0.0
0.0
0.0
0.0
0.0
9.0
45.0
45.0
45.0
45.0
45.0
9.0
45.0
45.0
34.04
45.0
45.0
45.0
45.0
50.0
50.0
50.0
45.0
38.65
45.0
40.84
45.0
45.0
45.0
43.7
49.62
50.0
50.0
50.0
50.0
50.0
66.60875
117.48233872794118
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
49.1
49.29
45.0
45.0
42.89
45.0
45.0
34.04
34.04
45.0
40.84
45.0
45.0
45.0
45.0
45.0
43.7
40.84
45.0
40.16
45.0
38.65
45.0
43.1
43.22
45.0
45.0
45.0
45.0
45.0
45.0
43.7
49.62
44.8
46.06
50.0
50.0
50.0
50.11
66.60875
66.60875
66.60875
66.60875
49.1
45.0
45.0
49.1
49.29
49.29
50.0
45.0
45.0
45.0
38.65
0.0
0.0
0.0
29.84
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
9.0
9.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
9.0
0.0
2.55
2.55
2.55
0.0
9.0
7.48
20.0
45.0
45.0
45.0
45.0
45.0
45.0
9.0
9.0
9.0
34.04
9.0
34.04
9.0
45.0
9.0
9.0
9.0
5.96
5.96
0.0
0.0
9.0
45.0
9.0
45.0
40.16
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
9.0
45.0
45.0
9.0
45.0
45.0
2.55
2.55
9.0
2.55
5.53
9.0
45.0
45.0
45.0
45.0
45.0
40.84
45.0
38.65
45.0
38.65
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
9.0
0.0
0.0
0.0
0.0
9.0
45.0
45.0
45.0
45.0
45.0
45.0
43.7
43.7
45.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
50.0
52.64
66.60875
66.60875
45.0
45.0
49.29
52.64
48.15
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
66.60875
