rolling_average,triangular,weibull
71.54196226845903,71.36651038539655,83.1
74.59612550701486,80.78680144099447,87.8
77.70964047803685,77.28131928044995,52.1
71.47867595582295,79.04043119907664,58.6
74.11559397912443,76.93149088212579,82.8
72.64021564354962,59.33901777176039,76.8
68.37019133203742,76.13499940840072,58.9
86.57957999753971,116.00537858832045,72.6
94.7188345580173,83.80723307858378,88.6
95.14299847993968,96.58291207599925,85.2
95.2173639016765,104.9621652911836,64.8
99.24453462366075,105.37032790921339,77.8
99.40732120611628,88.65100056242052,70.8
100.54798513836116,97.93430625737604,119.1
101.71235639351198,94.33693717847741,96.5
98.21610028983973,65.962229892518,83.4
100.32168601985802,101.30787356009097,101.4
103.0324258218563,102.62513880074306,95.9
99.96555202161748,104.92944415955199,75.1
100.97970084722631,111.38973630914914,104.6
99.63895827405244,91.68949774202017,67.8
98.67974080079318,78.4694434403661,89.2
99.02392674114212,96.8871565556516,78.5
101.56317312861131,102.95309230222142,69.0
94.18816156518537,82.545302170526,68.3
91.39475468546698,84.17189058048064,63.3
89.64488357741291,85.310570025588,82.7
89.30096231435796,105.95307806715029,78.2
87.75832302295487,95.44887383916816,64.4
89.2895780017065,91.71020923367563,84.4
92.37519500514016,87.75209371397777,72.4
103.78401776727391,105.35579460264913,104.8
111.71362304682717,117.88269514228486,96.7
105.55348575499067,115.2561437913982,115.4
107.2782208268572,114.7052909321093,97.3
114.66297894956094,114.88149230740136,90.0
106.93717944519737,96.30716079221818,122.6
115.43410783041759,114.62416329213009,106.9
109.61732149358062,112.8456859371014,104.4
117.11102121665442,121.72233488411442,95.0
109.1691862258873,113.88449410133339,97.7
105.72756057736856,115.76163754444372,94.3
109.96920006376726,120.5078747818613,105.7
115.11744214302581,113.22297997719006,108.2
110.92232859879468,110.14640622822752,93.2
106.33164997821399,114.03481301517895,128.9
110.06069293674678,111.7111149103725,117.4
106.13631547027981,112.75109680990512,103.1
114.39382337931009,122.7976765736785,90.9
117.70946504438483,112.55131739659815,116.1
110.36836219955643,107.35582623061018,115.0
114.26270022740664,101.85956790198394,95.8
109.80504293683038,113.4544594570103,125.4
109.74023042286858,111.18622784123795,114.6
106.27236201066714,105.24057281097255,100.4
91.26173160821554,92.31024876701865,105.3
89.39499326050986,79.5718612806582,94.1
87.66866915539723,72.33574058336865,72.0
81.6978933243196,74.14198484629227,74.7
84.32540202160963,95.73660856393758,102.6
85.32420385590291,104.5631595314658,66.7
87.08096112701068,102.681776933986,97.6
85.61803218006577,96.90661964821712,111.8
82.62702124469646,90.88837157382386,89.9
83.31455725754356,81.52020263542025,56.9
88.54245215214755,103.16913675409725,80.8
92.1967007248149,107.3747795961529,88.6
94.9087175836892,77.78576762957795,63.1
93.13149934455612,74.37157152087687,114.5
92.67134440534365,99.28062548009726,118.9
95.3264930765504,76.92155053598395,79.6
89.27948538627143,86.95592263394926,50.0
84.8174097774711,63.374963067209876,100.1
84.91901223912161,90.99822042679494,77.3
85.19203271401739,110.18201580450408,79.9
83.24972379377013,102.44761565727552,94.5
90.20271862505537,64.64551407592054,72.2
86.40490420727309,80.90572957880457,97.7
91.15576792779018,72.03733311015931,77.2
92.4338816650299,99.74465370008669,60.3
89.11753490689676,95.06561533492801,81.5
89.2729006339133,100.39120479600014,81.2
87.54610964325609,91.15079141134464,69.7
88.37382816804134,85.41248520464573,86.4
87.53205925634367,91.04525596994017,61.8
84.63079409287384,82.10602735402512,68.7
82.79866135567414,102.12916125641385,78.2
91.1143043737112,79.11606267399756,83.2
86.89059924278001,66.70948476388789,83.1
83.68891651452898,86.6002410674983,86.4
91.55519743632459,87.17420628752512,65.2
91.52502203066,82.62414040957214,101.0
89.30313660258928,75.54806514327916,102.8
84.47878867350201,98.48368589843935,92.3
86.21307563404065,94.63899103535445,89.7
86.99666764745888,97.54597053609645,60.7
83.16130099975828,81.92118013936886,85.1
86.96904917772693,77.47258138115872,101.7
92.72998618786572,85.89298250914082,72.2
92.71007980824767,89.81782896592964,89.2
92.72248037329585,95.00241375530022,62.0
88.90952803191709,79.25394222568883,103.3
89.5476447452268,83.53196151217645,70.7
94.84760835699362,121.03200052802744,42.5
95.92080227066182,119.36980492901834,52.1
107.0429230822825,122.26281595551684,114.9
112.92988966456444,90.70580955330583,42.5
116.72300930066183,133.7444535064399,127.5
118.93335429280884,103.95303183955919,46.7
116.54948158365805,106.88659924484023,50.3
108.06815509462382,93.02149554149611,70.9
110.50339413926015,122.24842326305085,87.5
114.43138933271402,89.58180326351126,61.4
111.74184631967503,60.719829321940765,116.3
109.73522954883393,72.84524002615304,46.8
109.66213061704697,127.65222908403736,107.2
109.91391588488818,131.38240561020754,107.3
103.91874586777412,120.39197675276466,111.1
100.60722812797337,110.88174298442704,52.2
104.7003022170875,90.41856724470433,121.4
105.07490953190148,119.01258148567797,87.9
112.7012730989673,89.40516759032016,95.9
111.39757419484076,101.18321495619483,108.6
103.76423223438371,105.91157719375381,67.5
106.19556830278833,114.40216107501773,107.0
104.44328703441278,119.16419829949152,49.0
100.31799232669883,116.5268721552786,129.2
105.84751490276321,112.39027504377174,77.2
104.92385897673601,123.97082066122249,99.7
104.3044838357862,98.86571073334193,95.9
109.73779050788094,119.7880633001336,107.2
107.9542453634385,94.58231819633937,76.5
109.55175787143477,81.13974067841251,116.4
102.60965933968104,99.64384125497398,76.3
101.5302979807076,113.41824735807916,62.8
99.63911685824473,129.30199767903838,80.0
104.44048787084475,92.51989757653442,57.1
102.52585624642461,90.74710503208131,119.1
105.73785343092123,100.04953851373209,64.5
112.33272106952987,118.72320719070359,65.6
108.10335195031035,115.72522999329689,111.2
107.85291238805495,67.28446652637612,85.5
108.71433563796322,110.36347584958177,79.5
105.02959680563279,85.24554215888135,121.6
107.96130015122961,90.50045644256997,61.4
114.28931972984338,104.8068306689267,84.7
106.06733710022753,75.17503111760408,65.4
99.36464382534221,136.2406301350856,50.5
105.64773656053856,91.47660409424503,124.7
99.90434359424759,112.07518664597197,50.4
110.21525600813274,116.9473891152002,124.3
79.1360452488637,32.8506711014837,47.7
61.130792512123534,53.261064618258,73.7
54.172097234015254,48.39617949000332,69.3
54.17247605897057,43.55415549951057,22.9
55.131241981744225,26.150382287455187,57.6
50.935258220496905,36.57382292818687,40.5
53.77436725777441,40.322946389350356,33.1
55.682396412808956,52.89230869277348,63.4
55.363495663417,61.28055634201016,65.0
50.01454644245973,50.32599528878218,21.7
48.18472781488096,66.35381922453843,62.9
52.218449123500875,48.01240516328577,44.5
48.08928418323322,54.32779199516366,49.0
51.40041630081835,39.536150440889294,31.1
49.53523409558882,51.285693031211906,35.9
53.40499062586777,21.31121058157799,65.3
53.92758238183594,45.84184032629496,32.6
50.61264262204149,63.331959920580104,32.7
46.6347022623728,37.796433182466785,48.2
46.98216541447693,79.56085433061348,38.2
49.099581673169,66.13685335097956,60.7
53.23500435770249,60.55071704812918,50.5
51.73505548634105,48.96401615957692,35.3
47.93410516783062,47.0903747387039,61.9
63.76505061180654,71.01799162811787,67.5
68.44710957038289,62.70949438236812,75.6
70.71373390394064,74.52609479087438,70.0
70.0232656862747,77.441797808168,64.5
71.51768763290758,75.50735924662715,75.8
77.12489582581455,71.43721617995156,79.1
77.48696069313712,75.75931638967354,66.8
73.24518753996264,75.45177451491456,74.3
75.4593620600539,75.9087296207671,77.7
72.62953849233531,77.65182109834285,60.4
75.93187292935892,63.63952871864005,74.8
73.39006835829707,68.49117394772216,70.5
70.38423842323962,78.87545055073676,65.5
70.78603686487702,70.22593274864747,78.3
71.62722130793279,73.93018510665246,63.0
76.60653680949406,73.12743844186899,66.0
73.32486696031953,71.6691231113813,64.5
71.26224005399251,77.3098730058246,73.8
76.31967024547887,74.65174968463484,60.0
75.42151680754765,66.84914612242162,66.3
77.17300094533846,75.93165234896288,71.9
76.42409931992684,70.24655632350654,75.5
71.87366622067998,78.21078034051725,74.6
75.51823505727815,75.72044194289683,80.0
59.66805520001151,43.06288970645331,69.7
53.7775729444849,51.73672132188324,37.8
50.51697167798513,50.27668610487707,31.7
48.639239340483286,55.1085246808988,48.2
49.21319146238858,36.2987607361542,64.9
48.77733464806715,46.65826697165241,58.3
51.8876927586324,59.665812875556455,56.4
49.27453405059441,53.221549621770365,63.4
47.80158264927639,28.996969362581666,62.2
46.43795601984523,52.697082851451064,48.8
50.21251371824396,40.000695563925056,62.1
46.56041670292135,62.62140623658559,37.7
44.465097432380986,40.644549356447946,44.4
44.74245190980551,38.89369890490764,67.4
48.5868617980354,35.67214607422257,50.0
48.49774495484568,59.92354787392578,62.3
44.95162743632076,60.117084947965544,41.5
44.38927782139872,50.158706063608136,65.5
44.1324363500895,43.25750599601488,69.2
43.10885972895498,47.689900841594465,42.4
45.450026774561394,43.045131685805046,24.2
48.23702439639096,64.48467380877719,45.6
50.08028977685264,52.21647450239546,56.8
46.50198310493765,60.81415429154194,66.4
46.313587097021866,71.39342410642973,43.3
42.70673835166305,60.13876756828664,53.5
42.97455156444063,43.3355212731146,36.6
44.083616574713744,68.51964034163854,57.7
42.631651308538714,34.64392646167972,72.2
41.54856039942082,44.257240478443514,55.4
41.3118523663414,76.28437174572977,62.5
39.241094038515,36.95990176511044,68.6
43.120489507728934,27.345491352290367,43.8
44.57940381377771,23.699388824125066,70.1
41.51246799885113,47.96507250032062,63.0
47.36784289797288,20.697899881339033,67.3
47.03730188026509,28.674064246885305,39.9
47.14736706628413,37.98795525459539,50.9
49.87329530459175,59.97188762269603,59.1
51.81213831338643,31.33956389533747,58.2
47.519464763166575,34.435762795743784,64.4
42.90755080427351,48.28565155057632,50.0
44.48503384498545,52.33312474682616,58.1
41.87604184649013,53.698486717973964,61.7
40.266176539039634,38.69372496335831,34.6
44.82535308137096,20.810218205331537,65.9
44.93741943165571,60.04103542475437,40.2
47.44699145914186,49.85910087780916,34.4
74.24890276610128,89.01413804772118,94.4
92.44059456832633,103.84617661519155,106.5
101.7668610459312,100.17502614141895,112.3
101.98652955834069,122.25467798763852,93.1
98.32185232048845,88.00155207396705,124.0
94.47868783422098,92.84318755235186,77.0
93.3156834698643,122.07305445312971,100.2
94.87723009272965,114.18781419322185,78.7
98.54945525137875,98.95516882293101,94.0
101.52432456930691,126.06141537904156,97.6
95.60877775328001,109.73053320872864,75.8
105.78704817222595,122.49673016186011,75.0
104.35729646450872,130.03454079351667,132.8
102.63223960883872,115.85036858698702,87.7
109.39322881236117,105.68223227550959,86.7
101.67614294778518,121.32326953037457,124.7
95.99333672636853,80.87355106788965,95.8
97.00240808187431,112.76028749131245,133.9
100.2051776246563,125.22744986558847,71.9
103.55080626384687,80.77227540802356,125.0
110.05113304886825,76.17094442295253,75.2
110.98484783578063,84.06944797893864,80.4
111.68677711767795,113.25650435316972,117.0
108.22123425749001,92.41548234002207,81.6
70.0,59.43159657622264,58.8
64.06448634732584,50.69449010110819,61.4
58.15538843410075,45.68067854084843,49.5
57.46489680657149,62.19801400558448,54.8
55.57673945929933,55.74526452923039,51.9
52.48577672372127,60.05642359441501,65.2
51.73669393709308,60.26036218342738,65.6
51.314511940100175,63.463360539098254,61.3
54.01935677048412,42.82944486162327,42.0
56.1203034693206,52.61224351478353,44.9
55.81257029734641,43.600563645810865,40.6
58.23724324276441,46.66678011212452,46.3
59.862741826089575,51.902940420426546,49.5
54.838245118807436,46.54062179701097,42.8
56.38202791858686,60.50037161452434,58.0
59.106022136786066,61.52105973426271,42.6
56.29265744808812,49.40637174928686,49.9
55.523188586862155,50.86210384382335,67.2
58.28577491154097,58.62116216468935,64.0
59.49705303279633,60.82632997368964,51.3
55.18034210036368,61.573973755110224,50.1
58.565880705200584,67.43081336013081,66.1
59.07528176529311,60.01775519125163,48.6
59.154026769858135,65.08513269058213,62.5
45.482464045751996,12.063648378941625,38.4
38.169266180941946,33.666656781727326,49.6
40.50325550360235,42.347736520870434,63.1
36.92571698851768,32.32915110683975,45.0
35.00894726636304,34.655889956122586,64.4
33.59773973766484,27.393915745843664,60.3
31.77449161767404,45.586829805272465,38.4
30.577771895485945,26.95294283207245,27.6
30.824264662198054,37.83589650764089,61.7
33.0058029117298,46.22263923748348,68.3
32.124333908241084,48.54231093482676,68.1
35.93386416736782,15.844578841882177,40.5
35.38123209493173,19.02642799927674,37.9
32.4191311193384,29.84722101846373,63.5
35.5950887519721,42.73417047489663,36.4
33.76904634973924,19.131426397404923,67.0
34.44148907608283,56.75068214379454,67.2
37.02496660857463,19.03084460776354,64.0
37.967858601409624,59.09990708247773,47.5
36.90189141495907,30.88751667717159,68.7
36.345098875520776,62.45381409006241,68.1
35.49580610229168,51.548324974224165,68.3
35.008498234274455,23.10042454048525,55.7
34.73503538012881,47.272355832023536,67.1
60.318402338746914,80.81196568359503,104.7
74.46023641930228,83.99526220159504,90.2
73.32337213570779,68.8481810537373,109.1
78.79635729728113,66.96702545895761,74.7
84.14158943421108,111.75978240440281,94.9
86.38535145038819,69.90533165077352,105.6
79.6022608523167,104.90465573909349,51.9
76.86855191358111,79.75648564237497,71.6
76.09744889020863,52.449626955002756,89.9
79.98779455728187,81.05357150839973,57.2
81.36797123589358,102.80749696081517,116.7
85.38428235100659,52.691843666351105,66.3
83.1223975959637,62.8711738465383,86.6
86.50015559693435,80.64527862323567,68.5
84.467004538033,78.17146364087297,113.8
85.98691174465228,106.0051030351982,66.0
84.59595359080052,94.9761329111096,63.3
76.33479361064714,68.43464156394069,91.7
82.30801696636419,66.92378321175586,84.8
78.40195513593031,73.82465901601468,60.6
83.565513032906,86.95801936225342,74.5
77.10631314869647,61.24862731656705,56.2
72.39846929037495,70.02622866866733,81.4
71.16559839788826,77.74660168497968,103.0
79.47086087127457,100.64105017793791,115.9
88.42247700790077,118.47655033820081,122.7
92.93787651637177,82.33759113893495,91.8
89.22314872558215,88.73079607950993,90.5
98.7817787938219,105.89968275311881,94.7
94.66054372176656,103.36148815601352,83.4
97.61109335897676,115.37422561719322,101.4
102.71712407398164,99.52206350244606,103.1
106.23627537535728,113.42706004885218,81.0
95.80898227772902,108.51359572837893,124.5
100.54470503565275,86.00651695396485,110.7
101.18110665468777,91.47835919561408,98.8
102.38220619080725,99.52045707760664,107.6
106.30324669525996,100.17348703881285,117.6
101.76380614390933,84.03213873563024,103.7
94.32533080624034,92.18306717655008,95.8
100.53508957108518,98.97967439187907,94.7
96.30727737215742,88.10370790333506,117.1
95.51936415353774,104.45420623359175,109.6
95.18365202235428,94.57842926106673,101.9
99.4650013118424,118.36439371073001,88.1
94.0675375921657,93.78920966245836,93.6
93.6483080937668,104.78272744162264,119.8
102.30729973747287,105.96821044679342,84.6
122.61300139180086,181.57364924397015,70.6
131.16928318767174,152.2467777053883,153.3
138.15123144566974,153.762296887933,60.3
142.50745052817672,114.64307396620617,92.1
145.0635432324828,120.6617081633043,81.8
130.40605065652977,128.58550858813885,77.3
132.16716615235595,113.3410411805674,87.2
136.6105211690042,138.71131358333588,98.4
133.84802865264896,125.28295980366016,80.2
126.86018612581243,125.14461781658468,84.3
120.93193754854956,151.7815259386203,73.2
122.3179274484313,131.53538633607647,75.0
133.76932302369596,79.83684928578009,77.2
131.11938016260643,132.19287797269234,77.5
123.34985149168567,149.62243579512602,101.6
131.02981927474335,164.5466429054626,84.0
125.5673464614134,147.53846388502234,77.2
137.4065982596725,176.8090245131397,76.9
133.0799468058629,156.29403710430103,72.6
138.42882792834635,81.47419044378813,139.8
140.4721028185093,106.79763224728046,75.7
138.49659715527417,122.7985259128278,115.0
126.61671140171464,118.6331014597409,64.0
133.97641500445573,88.68903405601446,94.7
129.18531252460517,123.19647680626991,95.1
121.03017807921871,114.72731312717072,105.9
121.89601833714416,97.40285122950932,100.8
121.02270537313075,136.33010274980862,114.0
133.05152251450596,118.34098044702964,91.9
134.03071280906568,124.14099300915657,109.2
139.13531097760202,112.00596504125889,132.5
142.40338112501536,135.23774089782108,124.5
129.84412525925893,111.82278500845547,130.1
137.32256710762118,134.64566721822445,115.0
131.93255707893482,100.98205834235118,105.0
129.69191555436248,122.3125506870694,97.2
134.5350272842785,141.7050688765919,90.1
127.31451327534013,155.65469186983157,108.8
128.3069966153266,142.29206635105768,91.9
123.6925526906802,104.21600369746471,94.9
123.89045557443913,153.7297818251685,104.6
129.64284072496213,144.39968703574016,111.6
121.10504068937348,122.96594057579273,92.3
123.01248198592658,127.66430827780988,92.6
119.66269486963637,166.34464487819935,136.7
129.7590360747846,126.63381164403916,115.2
120.44952966550628,126.22120616408127,103.1
127.29178969365296,117.77665666896618,107.7
90.0,81.9145324876241,52.6
80.04543126310028,84.04154590035307,87.2
76.97443370432393,67.51819246348236,86.6
76.81222687024655,71.17870216546689,58.7
73.60411805137402,59.788972693971886,75.3
71.36751645815173,75.65224014262142,63.5
72.11704309776749,57.70869356647086,81.0
77.9070386492285,77.10581457837297,82.6
78.56457785834863,79.88317656408469,74.2
81.37620337180152,69.65878703974336,84.3
75.86236356273356,71.43397213884548,53.1
78.89971229838412,83.89133725658095,51.6
76.07816743557808,83.49652490275678,62.4
78.37975972085295,75.63017758380008,68.8
76.33899768726548,72.88695725059566,50.3
80.27887730462518,66.4933459331425,56.5
80.15221555842693,77.33813996978193,77.0
75.77993396743591,81.33234615869381,59.4
78.09682589913183,83.27857926920855,71.5
78.77104843587503,77.78569076274067,76.6
81.63176399127917,82.53150169527451,75.7
76.33475230781853,84.32386160064816,55.9
73.84578963538024,68.67402628775983,77.6
76.72930805583574,74.74508707803244,61.3
55.755041482862545,44.52099709208477,55.1
50.69832799655792,25.19604560827672,53.3
