t,current_power_demand,current_vtg_capacity
0,,
1,7097.9816010253335,0.4399550524554498
2,549.5038605168565,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,7.759905868894167,0.0017931918062367895
32,76.58301701996808,0.016433568119475005
33,75.89797603640892,0.03989668168596468
34,120.44881371788273,0.06732282186754222
35,107.24128109101007,0.12018951023309016
36,123.2877265014676,0.18479506435587967
37,256.3165680796764,0.35188172362439696
38,331.8880409281875,0.5398260945204583
39,419.3921799557062,0.8216905693354708
40,333.8914090753235,1.1479032714508548
41,500.3827004109793,1.6917776374929663
42,436.91634197870513,2.3197359960799977
43,514.025948955465,2.349097884914143
44,331.214519351739,2.3229850972646195
45,259.3337560123386,2.482926818480879
46,185.69467666799082,2.4525548050934307
47,103.57685709761444,2.470961661235428
48,113.54674420994066,2.483365330250421
49,89.07047056669151,2.4865700314248955
50,115.37224516218645,2.566382540737432
51,123.66348873074823,2.5191257050860507
52,48.47383267935278,2.498928250069031
53,118.77153044796489,2.53535161984347
54,103.58905801144387,2.552822480064642
55,158.59487002997227,2.5845756083005096
56,135.55955942287324,2.5353777475258306
57,153.82430019366927,2.576706360739115
58,231.3976198016116,2.6688728835911064
59,301.3564227700661,2.6380271187828703
60,229.18690413965527,2.675829801565355
61,299.04027815725794,2.734073369970754
62,496.1514485665583,2.774773397129714
63,538.3646352008277,2.8492321904065627
64,526.6530278650037,2.971831856500278
65,791.4246545429784,3.097851681485701
66,566.6716599171194,3.1705294000259565
67,667.0720333950101,3.1737214916354772
68,617.0912014615591,3.139266607011834
69,586.232070114871,3.2423380741391608
70,715.2077670080189,3.3908396764670674
71,707.7849287456446,3.480330143905912
72,560.2291586936819,3.3661640444123218
73,406.57980720062784,3.3200868823205436
74,426.79255606965245,3.4009884947426277
75,285.7836598686305,3.3981225361725937
76,289.72081797244675,3.4155891852578875
77,312.80742019824254,3.3681809925699984
78,90.60585021449853,3.405465946045555
79,116.8356015220253,3.4386759901011685
