t,average_battery_percentage,total_current_power_demand,total_VTG_capacity,mean_charging
0,100.0,,,
1,95.54312014971933,154547.42920652026,10700.698295781569,0.5633976946292862
2,95.63397694629286,10586.621617932631,114.07667784893832,0.06436129595287444
3,95.63397694629286,0.0,114.07667784893832,0.0
4,95.63397694629286,0.0,114.07667784893832,0.0
5,95.63397694629286,0.0,114.07667784893832,0.0
6,95.63397694629286,0.0,114.07667784893832,0.0
7,95.63397694629286,0.0,114.07667784893832,0.0
8,95.63397694629286,0.0,114.07667784893832,0.0
9,95.63397694629286,0.0,114.07667784893832,0.0
10,95.63397694629286,0.0,114.07667784893832,0.0
11,95.63397694629286,0.0,114.07667784893832,0.0
12,95.63397694629286,0.0,114.07667784893832,0.0
13,95.63397694629286,0.0,114.07667784893832,0.0
14,95.63397694629286,0.0,114.07667784893832,0.0
15,95.63397694629286,0.0,114.07667784893832,0.0
16,95.63397694629286,0.0,114.07667784893832,0.0
17,95.63397694629286,0.0,114.07667784893832,0.0
18,95.63397694629286,0.0,114.07667784893832,0.0
19,95.63397694629286,0.0,114.07667784893832,0.0
20,95.63397694629286,0.0,114.07667784893832,0.0
21,95.63397694629286,0.0,114.07667784893832,0.0
22,95.63397694629286,0.0,114.07667784893832,0.0
23,95.63397694629286,0.0,114.07667784893832,0.0
24,95.63397694629286,0.0,114.07667784893832,0.0
25,95.63397694629286,0.0,114.07667784893832,0.0
26,95.63397694629286,0.0,114.07667784893832,0.0
27,95.63397694629286,0.0,114.07667784893832,0.0
28,95.63397694629286,0.0,114.07667784893832,0.0
29,95.6285089319106,0.0,114.07667784893832,0.0
30,95.59999127206032,91.73375220410337,132.4863715624635,0.00036362314097669173
31,95.52948853440861,712.5841847690349,284.83487797334647,0.0026180866150321805
32,95.41259731152381,1830.8235710759918,717.4876375080964,0.006654303479873459
33,95.2306051051066,3080.806379976444,1417.4012552882898,0.011054143485691429
34,94.99281492530946,4989.07768083697,2699.4690372630976,0.01810843242063925
35,94.7138474244865,6464.215462369784,4454.446173555716,0.023635504163484963
36,94.38600540348743,8329.165223561979,6900.539759721735,0.030217083015163085
37,94.01650341008681,10422.92939242812,10050.870664161635,0.03807134286025963
38,93.58392177068298,12125.988942010328,13664.39972251848,0.04487109559652376
39,93.11729940093402,14284.23228365948,18192.274238135185,0.052616268499327296
40,92.58628300408093,15867.041078277582,22908.58231276291,0.05832515181266136
41,92.05416359296986,18042.4922832968,28629.849221941524,0.06661575942692993
42,91.67501129355486,19891.576144216673,35192.92815624774,0.07341551216319407
43,91.55297589887043,16952.697643239626,41083.825755208665,0.06236136867750264
44,91.57844035205407,10987.101622090697,45698.93195312839,0.04094396567397549
45,91.5920507722011,5614.46548212869,48513.09045261832,0.02203556234318752
46,91.62435697849935,4056.782147331879,50892.566534453596,0.015817606632486093
47,91.67411191321793,3565.986495119593,52770.42162644282,0.014072215555797971
48,91.74254329949865,3206.6902951098887,54005.921173280614,0.012690447620086542
49,91.80651745725673,2680.865467254811,54692.0596966404,0.010654158030617068
50,91.8742335271372,2594.6582775194065,55512.1688317637,0.010072361005054362
51,91.92354775966993,2626.914874758048,55736.29744490668,0.010254172575542708
52,91.95854320657811,2430.0368034386556,55880.06256080009,0.009599650921784662
53,91.98101763477136,2626.076854024906,56181.35061993567,0.009817824806370678
54,92.00107138139663,3011.210961427186,56590.64177920773,0.011272317370277445
55,92.01835350875153,3597.5809318502033,56928.06021473731,0.013417693902039925
56,92.03062232233103,4132.430199932856,57236.95148126229,0.015563070433802407
57,92.00273841489093,4163.127713225334,57353.19926351412,0.015635795061997745
58,91.9898507834478,5658.616396008014,58246.86184797356,0.021017417548452783
59,91.98017557953283,6692.3135467725315,59192.169434100535,0.024799098214610377
60,91.93931582518998,7200.791054271629,59447.795808176066,0.026617213919493836
61,91.90536199393588,8332.887503655942,60565.824868116775,0.03141703938038617
62,91.86375694343698,9413.671704703991,61207.44985114697,0.03494418384786008
63,91.82684518983297,10353.968297476467,62600.31405346281,0.038980400712701355
64,91.80000556745378,11848.783629993573,64120.411584196496,0.04436202319915639
65,91.764246786512,12329.860687525832,65381.429008315834,0.045671066506672485
66,91.72647160629907,12635.040616206068,66958.91663539755,0.04716192138467692
67,91.71939374715426,13192.301366635053,68628.52082400958,0.049198210974146395
68,91.68356234906861,13403.198390173451,69845.2109036472,0.04981637031380677
69,91.64255661054398,12588.968269697492,71178.92591278856,0.04679829824370023
70,91.59726734569409,12301.883552301253,72550.275194901,0.04668921130140722
71,91.60058070224248,12424.667759833284,74832.66218456531,0.04614377658994218
72,91.61319457453182,11371.606718696312,76414.8403521311,0.042543907494272934
73,91.63773327188925,10093.13225469963,78132.44799561474,0.03788953128977128
74,91.65437127823661,8289.287394942381,79259.48368752509,0.031017053925311806
75,91.69322220031434,6952.084101184062,80425.16081567996,0.025853605323442785
76,91.71728146472674,5464.13611268961,81415.85801657676,0.020471982836987746
77,91.74502951023342,4346.02063986522,81986.05987751466,0.016508490600341805
78,91.76906575720655,3418.3969959663723,82679.39824902646,0.012944983818770227
79,91.78266761147154,2885.773577764489,83200.93008147035,0.010981418857496091
80,91.78029524107127,2237.7561900783166,83387.4385071919,0.008472419184756918
81,91.78008776427748,1979.9057707680083,83925.28049149892,0.007672448274608196
82,91.78022456820673,1733.5716217819247,84408.78128975346,0.006981564306752482
83,91.80211244776024,1762.203433732912,85112.946511429,0.006836115050361805
84,91.83921899121994,1876.1084153532493,85782.28633787401,0.007672448274608196
85,91.88343520221876,1870.6993732868973,86248.5344768803,0.007672448274608196
86,91.92658619009765,1693.764065960462,86655.75538762269,0.007272462819533835
87,92.00515929645093,2141.2166563872775,87946.24447265336,0.009417839351296316
88,92.07126700177228,1870.8575106180638,88077.11066912429,0.008217882986073234
89,92.1355220089719,1733.0386851965995,88632.68408162406,0.007890622159194212
90,92.2221698766224,2002.9369258729078,89438.50418141478,0.008836042325733609
91,92.31312650095711,2087.743229980099,89859.7188972572,0.009308752409003309
92,92.38758660686804,1751.1064415854673,89676.58139725415,0.007781535216901204
93,92.47342091613679,1854.6305765484312,89995.2692697718,0.008108796043780226
94,92.53633460427268,1637.8433733572103,89826.82494101512,0.00705428893494782
95,92.5822022580504,1243.1080130049597,89685.11651595247,0.005054361659576016
96,92.60098718441039,541.664954784365,89028.04294620981,0.002109014217664812
97,92.6129921690883,398.5457257046878,88910.23375732492,0.0015999418202974438
98,92.62337509886028,362.72883329061784,88952.99216186485,0.0014181302498090978
99,92.63623247534511,345.454814897399,89016.71510188235,0.0013090433075160903
100,92.64758316652598,302.8743047488297,89000.98417585502,0.0010908694229300752
101,92.65494731153201,259.76822795110866,89026.79710309574,0.001018144794734737
102,92.6618618604202,245.10754128737688,89127.23305547002,0.0009454201665393986
103,92.67067111615818,270.7623338481991,89167.40452198866,0.0009817824806370677
104,92.68081090508836,256.0132691510801,89262.24830487727,0.0009090578524417294
105,92.68966008212696,227.94101229978628,89218.94156322698,0.0008363332242463911
106,92.69380695475215,138.39869200817617,89148.84802150623,0.0005454347114650376
107,92.6960586928834,115.57925641094945,89108.42697061243,0.0004363477691720301
108,92.69668287430065,66.05983962057458,89086.00496403978,0.00025453619868368423
109,92.69904933366247,89.50900742658706,89144.3001398113,0.0002908985127813534
110,92.70261794363861,99.04133914493764,89187.70543284455,0.00036362314097669173
111,92.70913316148034,139.78754336693365,89265.93910791108,0.0005090723973673685
112,92.7124792643581,106.6974914363831,89180.11694353243,0.00039998545507436095
113,92.715542907699,78.06328658409643,89189.91332472506,0.00032726082687902256
114,92.7216326444954,117.31446438040247,89264.89783064187,0.0004727100832696993
115,92.72685157400787,122.4266603059186,89233.81433756658,0.0005090723973673685
116,92.73054846436425,86.81635899977115,89214.58374440289,0.00039998545507436095
117,92.7342405369321,79.53487751561472,89223.63750834927,0.00036362314097669173
118,92.73885740720708,91.28381926728196,89243.90443299139,0.00039998545507436095
119,92.74240703989436,70.91384045145645,89242.24220555446,0.00032726082687902256
120,92.74600850214932,83.01983432032914,89264.40699743519,0.00036362314097669173
121,92.75140438467288,92.9406154079753,89314.42239410513,0.0004363477691720301
122,92.75886813342005,127.53716746691873,89358.04936814861,0.0004727100832696993
123,92.76801190089746,134.8131123558154,89354.92272510885,0.0005454347114650376
124,92.77528605890932,136.27751051335764,89279.66456375486,0.0005090723973673685
125,92.77978141598133,150.72812656879998,88947.93331011613,0.0006545216537580451
126,92.75815933691713,152.02709564925377,87714.2519376697,0.0006545216537580451
127,92.69291047650484,692.6158357489323,85419.95155230799,0.002508999672739173
128,92.57688439390004,1884.1008425809869,82337.19060358743,0.007017926620850151
129,92.40370874628184,3166.7797773057364,78484.22226997773,0.011854114395840151
130,92.18430940895435,5285.787582856521,73950.57751429905,0.01894476564488564
131,91.88818946677142,6628.452383768486,68899.18609406413,0.023926402676266317
132,91.56495419962926,8321.547088917276,63610.496610805836,0.030726155412530452
133,91.20386865045812,10712.91361428499,57983.58373583406,0.038871313770408346
134,90.79480587595737,12288.965698590371,51652.729998057075,0.04461655939784008
135,90.32119518154602,13971.88481283794,44827.824976277276,0.05159812370459256
136,89.8131878720602,15813.906155422459,38513.59265375379,0.05890694883822407
137,89.29615825861158,18703.328811048268,33803.40741995525,0.06952474455474346
138,88.94560660070528,20224.03987104138,35926.932686424225,0.07428820770153813
139,88.83616516843868,16777.777580096936,41374.07103222041,0.06170684702374459
140,88.88415407094456,11389.54231422177,46417.96132773429,0.042434820551979925
141,88.93687492303599,6073.56666380281,49305.27754508256,0.02341733027889895
142,89.01014825311314,4665.728273439114,51952.84940777822,0.018508417875713612
143,89.13379054800151,4180.213125257947,53964.25085345861,0.016544852914439474
144,89.22248844709857,3393.7744134039513,54379.63652381496,0.013199520017453911
145,89.30479728888167,3137.899344612177,55292.05415761884,0.012472273735500528
146,89.39948131212329,3084.9424075452525,56265.093835629596,0.01192683902403549
147,89.47877784217393,2978.340202626464,56394.88974217766,0.011708665139449475
148,89.52886199915116,2809.3471085096726,56312.13048637173,0.010908694229300752
149,89.55152044932763,2581.5067917814667,55754.34646470145,0.009781462492273008
150,89.57390339856384,3108.2636991257496,55911.66486736531,0.011708665139449475
151,89.5610178200607,3013.2709141606924,55361.97406478779,0.011272317370277445
152,89.5425419259013,3506.451335390099,55289.44906556187,0.013199520017453911
153,89.49698167452132,3905.1445191321072,54648.39750900864,0.014035853241700301
154,89.41292183774198,4091.0607070500496,54009.22271984944,0.014872186465946693
155,89.32128316989879,4790.150107971705,53348.03685495016,0.017781171593760227
156,89.1965134856071,5183.0110840461875,52567.42215104149,0.019235664157666994
157,89.05801497334353,6125.678864323824,51675.12930985269,0.02250827242645722
158,88.91335618076207,7115.379664539173,51067.20169965544,0.02683538780407985
159,88.73929691442723,7782.978217519352,50049.73923668754,0.02828988036798662
160,88.54686646935178,8474.339628519281,49336.51271636777,0.03087160466892113
161,88.38619027290245,9343.810170660096,49351.23803195085,0.03472600996327406
162,88.1898335690964,9077.915527255116,48592.671962775865,0.033489691283953314
163,87.99077047901945,9263.606282212444,48258.28645519164,0.03428966219410203
164,87.80166972968313,10213.788224166798,47858.81221540723,0.0377440820333806
165,87.61192183079487,9723.785692236464,47513.7632001404,0.03599869095669248
166,87.44137277489223,9584.469106202796,47467.713553887705,0.035562343187520454
167,87.2944049768632,8752.907204237414,47761.7088680104,0.031926111777753535
168,87.15859679975918,8292.173336356147,48136.554180402585,0.030762517726628122
169,87.06013678594347,7301.880811166673,48700.73418876979,0.027053561688665868
170,86.96682143849569,5860.976435707221,49379.348345775776,0.02207192465728519
171,86.92172563642976,5111.643975712412,49985.92373481298,0.019308388785862333
172,86.8726307368935,3996.811607822984,50612.30179996498,0.015381258863314061
173,86.82925387393537,3076.441842005986,51201.6790970487,0.012254099850914512
174,86.77869675259373,2379.9828356293165,51676.20480216379,0.009490563979491655
175,86.780425842742,2373.1494126247744,52509.154904333525,0.009272390094905639
176,86.7716239120682,2037.2780075335197,52924.742358028285,0.007926984473291881
177,86.77475529315029,2011.2577241129297,53317.435433312625,0.007672448274608196
178,86.77460328644412,1647.933707716778,53897.45201702019,0.006436129595287444
179,86.78307810884928,1658.574705790699,54167.92757419182,0.006581578851678121
180,86.79210904283912,1477.0711650420046,54517.9726500407,0.005890694883822406
181,86.80991042130755,1355.4907094603232,54932.946130114135,0.005563434056943384
182,86.82410701879274,1284.4297666240898,55118.70973322506,0.005272535544162031
183,86.84592782748157,1245.6245982221633,55345.33444672628,0.004872550089087669
184,86.86866348955836,1174.8985977639445,55455.46376203014,0.004436202319915639
185,86.89232703124776,1006.5665057622772,55628.413910400865,0.003890767608450602
186,86.91852180149853,977.2373842551287,55778.82063457126,0.0037816806661575943
187,86.9385144161524,861.6788237308704,55797.33058166962,0.0034180575251809026
188,86.95233449001161,618.9613518999345,55777.65284419173,0.002545361986836842
189,86.96670565228389,563.8895780373047,55812.49452595612,0.002290825788153158
190,86.9832769846085,588.1004535349894,55943.994622053855,0.0023635504163484963
191,86.9949910699283,500.1620052017879,55949.97748763512,0.002036289589469474
192,87.00646206306239,428.1737177805774,55998.70761281453,0.0017090287625904513
193,87.02178631609868,479.9559798016958,56131.76152117771,0.0019272026471764663
194,87.03818948445537,434.7704679830591,56182.57023257035,0.0018181157048834588
195,87.05320189388488,428.3727863012166,56115.10111011747,0.0015999418202974438
196,87.0648355645354,334.34100804464765,56157.5265932946,0.0014181302498090978
197,87.08252838795102,436.4583578598239,56453.71999432533,0.0018908403330787972
198,87.11791271317156,715.0113173477299,57110.0153338508,0.0031271590123995493
199,88.74096134867548,37984.30179229487,114906.40706064043,0.13839496745572888
200,89.11700142852152,9391.162744362104,87013.98248791297,0.038580415257626996
201,89.24872037244958,2962.428987399265,80544.40930606642,0.01279953456237955
202,89.32484672687994,1333.0612896672442,78879.43509420517,0.006072506454310752
203,89.374936375911,1288.2515329915764,78852.22743623823,0.005963419512017745
204,89.38774565698677,363.72614731475625,77967.94246660115,0.0017090287625904513
205,89.39568228536066,182.2059325368879,77819.63480007289,0.0007636085960510527
206,89.40244390251856,178.02878870005702,77802.96621038648,0.0006908839678557143
207,89.40800756030146,122.38553241843466,77794.49517688551,0.0004727100832696993
208,89.41270683961918,114.26545320011063,77789.4719159986,0.0004363477691720301
209,89.41695827300066,94.91076511209474,77800.14358197579,0.00036362314097669173
210,89.42133362253458,118.78739689228905,77822.12910561316,0.0005090723973673685
211,89.42422810397449,60.99576602328021,77817.13326508141,0.00025453619868368423
212,89.4286624762618,84.67991038050359,77842.70073250408,0.00036362314097669173
213,89.43153567688137,61.75484767882371,77816.90584199928,0.00025453619868368423
214,89.43373635547495,41.59561688950661,77816.90584199928,0.00018181157048834587
215,89.43542169009146,41.59561688950661,77797.85318166742,0.00018181157048834587
216,89.43701507966641,29.301432305864424,77790.9799362841,0.0001454492563906767
217,89.43804626572434,18.647266243249774,77792.47336957237,0.00010908694229300753
218,89.44000952061073,31.017048963029872,77812.06936032386,0.00018181157048834587
219,89.44126022521701,25.904853037513725,77787.3118026635,0.0001454492563906767
220,89.44240646129907,19.128258467984423,77739.23689872804,0.00010908694229300753
221,89.43865355719973,19.128258467984423,77441.94431970065,0.00010908694229300753
222,89.41309416030278,148.8999399919023,76452.67248931152,0.000618159339660376
223,89.34034256713956,579.1513569974275,74481.87029071023,0.0021817388458601505
224,89.22294309700472,1838.280861586698,71944.43447705207,0.006690665793971129
225,89.04904147288877,3188.5599581865636,68843.6993475693,0.011635940511254135
226,88.822250910353,4984.655813814883,65053.299649510125,0.01814479473473692
227,88.54896869670972,6835.245901465382,61230.46077923774,0.025017272099196394
228,88.23256765202075,8875.800061128944,56966.96578669541,0.031853387149558196
229,87.87360964165171,10037.833213134812,52457.35326542879,0.036944111123231885
230,87.47006870096641,12431.600604967189,47670.90314886633,0.045961965019453835
231,87.02453086172228,14579.466304904856,42248.99776576303,0.05345260172357369
232,86.53494644737401,16684.7564986958,37131.201436033276,0.061197774626377224
233,86.03662185832776,18345.76998888816,33553.783752515184,0.0686520490163994
234,85.70249740589799,20326.160939000507,36432.666329150896,0.07476091778480783
235,85.62383560774185,17498.689862009163,42221.69175716311,0.0648703683502418
236,85.71606372464618,11980.70343003526,46943.597123215644,0.04454383476964474
237,85.80721429893504,6807.529295561873,50211.24697257766,0.025853605323442785
238,85.90647690921972,4953.058517099958,52734.970957546044,0.01978109886913203
239,86.09941787625318,5092.207616499723,55524.7102332078,0.01992654812552271
240,86.2059367344529,3811.6889619743433,55161.5052594358,0.015053998036435038
241,86.30414860215143,3397.6226889427894,55921.80273491062,0.013563143158430602
242,86.39179065530062,3105.7969275372147,56166.6183371136,0.01236318679320752
243,86.47746250853658,3040.791338894059,56706.2332519005,0.011672302825351805
244,86.52887051972948,2664.3954090799402,56116.96273084614,0.010326897203738045
245,86.5497196270945,2613.977904641363,55703.85898378816,0.009999636376859024
246,86.55677759367154,2740.982638552985,55569.133723917614,0.010508708774226392
247,86.54330160894872,3179.576603049965,55202.45898088534,0.011854114395840151
248,86.51511806191051,3426.358006167299,54931.362928480754,0.012835896876477218
249,86.46421045076089,3684.9138528964604,54377.91034722062,0.013563143158430602
250,86.38912689190155,4472.953515375333,53786.991937673134,0.016653939856732483
251,86.29630123634051,4872.785340346607,53417.01836228644,0.017890258536053236
252,86.18909696501483,5586.597973397793,52727.83458492725,0.02061743209337842
253,86.06182196305183,6092.522716630271,51994.68015257938,0.022181011599578197
254,85.91744036235555,6969.832812165594,51115.80461586487,0.025853605323442785
