t,current_power_demand,current_vtg_capacity
154,51.03129418920919,2.7046705210200117
155,146.91895645642307,2.9123620504100343
156,78.99127165798475,2.880390033087257
157,13.364740701245978,2.742143982469899
158,42.22894762387534,2.7608763016913414
159,21.59956673854173,2.8523390726276343
160,6.905645627769491,2.8868715184422653
161,36.374838434273734,2.9212225354858803
162,19.413835059062883,3.013428721240764
163,28.658853483950573,3.0843244886695103
164,18.878963094127318,3.0472680831729084
165,30.782359725034404,3.094534661955485
166,9.177931121819185,3.1788614033912177
167,0.0,3.2179256528384736
168,7.292436629466153,3.2825894678756318
169,22.936082045895223,3.5691406285499236
170,19.014713860115414,3.647172070654605
171,40.11614712930745,3.3595838765622084
172,6.640923606886986,3.270048481621184
173,22.18486691691196,2.99313613651278
174,0.0,2.887754075701251
175,14.81423143576285,3.204862307311587
176,14.81423143576285,2.8574886845573406
177,12.624147307979925,2.8781183111790205
178,6.504941673924832,2.635600425142319
179,6.504941673924832,2.635600425142319
180,6.504941673924832,2.650352316215242
181,0.0,2.446423974775866
182,0.0,2.386249622285102
183,11.893799180877512,2.691102409332905
184,0.0,2.386249622285102
185,0.0,2.386249622285102
186,0.0,2.3845271094826628
187,0.0,2.326980062584584
188,0.0,2.3073803967226576
189,0.0,2.3073803967226576
190,0.0,2.3073803967226576
191,73.36636330077738,4.122255280359095
192,0.0,2.8787575972950714
193,0.0,2.8787575972950714
194,0.0,2.8787575972950714
195,0.0,2.8787575972950714
196,0.0,2.8787575972950714
197,0.0,2.8787575972950714
198,0.0,2.8787575972950714
199,0.0,2.8787575972950714
200,0.0,2.8787575972950714
201,0.0,2.8787575972950714
202,0.0,2.8787575972950714
203,0.0,2.8787575972950714
204,0.0,2.8787575972950714
205,0.0,2.8787575972950714
206,0.0,2.8787575972950714
207,5.697889079567124,3.030865062268272
208,0.0,2.934290671089168
209,0.0,2.934290671089168
210,0.0,2.934290671089168
211,0.0,2.934290671089168
212,0.0,2.934290671089168
213,0.0,2.934290671089168
214,0.0,2.934290671089168
215,0.0,2.934290671089168
216,0.0,2.934290671089168
217,0.0,2.934290671089168
218,0.0,2.934290671089168
219,0.0,2.934290671089168
220,0.0,2.934290671089168
221,0.0,2.934290671089168
222,0.0,2.84973350733216
223,21.872430984918594,2.8497776045726204
224,9.359193251921653,2.8000522520938844
225,48.83262280460143,2.6378796289596087
226,105.44661476406813,2.4270656087939693
227,136.28565833061666,2.0077727163330326
228,185.30585716739185,2.031437912949634
229,214.6702208506174,1.9232278240683338
230,311.5503696650901,2.2231405244656757
231,359.05213263250647,2.070884238866505
232,293.9491432563115,2.0585640371204845
233,404.89016633154415,2.040493585918214
234,432.6190065201992,2.0715131113029464
235,478.4067150106279,2.146313930778797
236,501.1271661345191,2.432801782271219
237,334.7950839733002,2.467820885731747
238,202.86248535495662,2.38670295705868
239,176.09985401036062,2.4583736347835594
240,152.29064805980394,2.4937314153859864
241,150.53526405018465,2.575532149846979
242,175.95451376297137,2.6640541737437684
243,167.09346689997057,2.706582341817349
244,193.48318862309168,2.7457232450137417
245,150.6109025811261,2.7938013555862433
246,88.06705297534903,2.7088115837352147
247,107.91487892769004,2.773309819624201
248,92.76937671638336,2.7851064802153154
249,77.94651610778081,2.6744925454442976
250,48.7558450924177,2.6720767761096877
251,203.53696583434476,3.136213142706331
252,124.55295271409437,2.922059442079095
253,45.86531940792078,2.780036861386282
254,13.44134884709772,2.7242400328631584
255,6.905645627769491,2.787663387621466
256,12.73849531590611,2.8216344614618443
257,21.493286977493987,2.854299484068631
258,42.86637611804225,2.9276129083124616
259,28.658853483950573,2.988863990913075
260,32.874436508648046,3.0952992603637135
261,14.824719159003731,3.2229954716061306
262,29.62940179590371,3.2136379298109756
263,12.939224666650698,3.389460929875465
264,23.896573557952337,3.720663625829918
265,13.367925822930868,3.6820693379244562
266,32.746943425537026,4.1372382370186465
267,14.11209757061139,3.991482819081834
268,22.412152909078973,3.651148475823896
269,15.543943310024975,3.267688798765695
270,15.795029259476944,3.1150557655544713
271,14.81423143576285,2.9215632358864982
272,6.119205634055093,2.8478803971409197
273,12.624147307979925,2.8119584935929263
274,6.504941673924832,2.8022564879818948
275,6.504941673924832,2.716022363497687
276,6.504941673924832,2.7591338295849526
277,0.0,2.446423974775866
278,11.893799180877512,2.6469859763930206
279,0.0,2.386249622285102
280,0.0,2.386249622285102
281,0.0,2.386249622285102
282,0.0,2.386249622285102
283,0.0,2.3845271094826597
284,0.0,2.3269800625845805
285,0.0,2.3073803967226576
286,0.0,2.3073803967226576
287,0.0,2.3073803967226576
288,0.0,2.3073803967226576
289,0.0,2.3073803967226576
290,0.0,2.3073803967226576
291,0.0,2.3073803967226576
292,0.0,2.3073803967226576
293,0.0,2.3073803967226576
294,0.0,2.3073803967226576
295,0.0,2.3073803967226576
296,0.0,2.3073803967226576
297,0.0,2.3073803967226576
298,0.0,2.3073803967226576
299,0.0,2.3073803967226576
300,0.0,2.3073803967226576
301,0.0,2.3073803967226576
302,0.0,2.3073803967226576
303,73.36636330077737,4.122255280359095
304,5.697889079567124,3.0308650622682722
305,0.0,2.9342906710891685
306,0.0,2.9342906710891685
307,0.0,2.9342906710891685
308,0.0,2.9342906710891685
309,0.0,2.9342906710891685
310,0.0,2.9342906710891685
311,0.0,2.9342906710891685
312,0.0,2.9342906710891685
313,0.0,2.9342906710891685
314,0.0,2.9342906710891685
315,0.0,2.9342906710891685
316,0.0,2.9342906710891685
317,0.0,2.9342906710891685
318,0.0,2.9201137546841376
319,23.179557874882683,2.868761848770659
320,21.691400676734762,2.6568113053559332
321,49.90923425425084,2.6262998359107215
322,67.56959162557732,2.4392625983472644
323,163.9855955767849,2.0529479989713333
324,148.43964213600697,1.924989285088426
325,270.999319897416,1.9649779217610641
326,300.79356814151555,1.9710251690592682
327,353.81839379288317,2.2607327016661567
328,386.6507073537753,2.022520818126555
329,359.36360795461405,2.1225588989759627
330,460.5450077195266,2.2982715664891757
331,417.82178451282624,2.210408849345332
332,514.3893713118557,2.3267260638176963
333,358.63025055927744,2.508629909496179
334,263.36707086390993,2.488188875642504
335,211.58635201667107,2.5360649929687784
336,168.47929930893955,2.6098472052057873
337,146.0150407057531,2.562390166277929
338,190.65028719240064,2.699050227863735
339,189.91026652060197,2.7147065404258606
340,132.56021349406095,2.691925619958143
341,116.48521822819619,2.776886498885238
342,103.14946637260184,2.7200470059371904
343,55.294811114486215,2.641356930375693
344,64.49222967670987,2.6569885580406556
345,100.0082843975127,2.8282629469613227
346,106.91738251464459,2.799060494221623
347,250.1520939032838,3.2119207708005644
348,115.34646286981118,2.9467578552077582
349,42.0061054612423,2.8206845376660743
350,29.81112594825444,2.742363465581294
351,33.87174126868055,2.809628125101567
352,22.04503654855182,2.8533712358104384
353,28.55420614410503,2.8766380979111865
354,14.077360769774126,3.0128115575244867
355,28.056894215946503,3.043023430484575
356,8.159093842029487,3.1372683819887195
357,0.0,3.119655860802499
358,50.2210602340385,3.1231421633902623
359,5.646788037184546,3.2354118572303103
360,17.70399422022848,3.419446440680562
361,17.110556674452425,3.524673278719758
362,22.412152909078973,3.5550696454315567
363,26.434146645785148,3.7669253092492427
364,22.556037422867178,3.4688236832517227
365,7.100003457769186,3.3388713018598795
366,15.795029259476944,3.3477984895682322
367,8.695025801707757,3.083056875238467
368,6.119205634055093,2.8253586146155008
369,6.119205634055093,2.8143400802249126
370,6.119205634055093,2.4883857052478304
371,6.504941673924832,2.724822312661723
372,6.504941673924832,2.659436134707149
373,18.398740854802345,2.9544549608824417
374,6.504941673924832,2.5544022050220883
375,0.0,2.3862496222851015
376,0.0,2.3862496222851015
377,0.0,2.3845271094826597
378,0.0,2.3269800625845805
379,0.0,2.307380396722658
380,0.0,2.307380396722658
381,0.0,2.307380396722658
382,0.0,2.307380396722658
383,0.0,2.307380396722658
384,0.0,2.307380396722658
385,0.0,2.307380396722658
386,0.0,2.307380396722658
387,0.0,2.307380396722658
388,0.0,2.307380396722658
389,0.0,2.307380396722658
390,0.0,2.307380396722658
391,0.0,2.307380396722658
392,0.0,2.307380396722658
393,0.0,2.307380396722658
394,0.0,2.307380396722658
395,0.0,2.307380396722658
396,0.0,2.307380396722658
397,0.0,2.307380396722658
398,0.0,2.307380396722658
399,73.36636330077738,4.122255280359095
400,5.697889079567124,3.0308650622682722
401,0.0,2.934290671089168
402,0.0,2.934290671089168
403,0.0,2.934290671089168
404,0.0,2.934290671089168
405,0.0,2.934290671089168
406,0.0,2.934290671089168
407,0.0,2.934290671089168
408,0.0,2.934290671089168
409,0.0,2.934290671089168
410,0.0,2.934290671089168
411,0.0,2.934290671089168
412,0.0,2.934290671089168
413,0.0,2.934290671089168
414,0.0,2.8343637053787907
415,6.604147684015427,2.849218424893006
416,35.791196104052766,2.671035726067323
417,65.46323430090682,2.832089887044531
418,97.82870605985255,2.6686872479088253
419,138.30083592464123,2.11974984894186
420,198.55022850280892,2.1440885801324883
421,197.87110465811097,1.9576679542099356
422,280.9050862367685,2.0735790739811346
423,318.3816682580434,2.0472696915016395
424,404.04206255344036,2.1042783489893933
425,462.96642493944523,2.098070689190646
426,434.1231416099055,2.2036381006870105
427,530.2651372657076,2.354656602918567
428,431.281002894017,2.3125162937323522
429,273.27814492241765,2.404537196136883
430,264.7888321932464,2.5444986416296302
431,254.71184607908563,2.5249174291592102
432,124.34186513809783,2.554745578153214
433,136.6996394846183,2.5641177440859035
434,192.80414215804132,2.7227652480928226
435,205.1420192781872,2.6598701413292782
436,174.56111436210338,2.7386232099010606
437,101.0285078733489,2.6186179250295183
438,106.69087666710833,2.7330445661337945
439,113.93439801685945,2.7649714507735283
440,124.00641053473632,2.82749192645544
441,78.57793031720252,2.7655473057416833
442,99.73100883314561,2.751804632002017
443,256.5113234283113,3.237934840890552
444,123.56400539623029,3.025511659876615
445,43.23968627492803,2.8106530116209396
446,6.905645627769491,2.8064193895323104
447,6.905645627769491,2.7842159364179353
448,35.03597298040572,2.818860374853443
449,20.178802815742515,2.866079102537718
450,0.0,2.9398331127698905
