,Electricity_price
217,35.92437500000001
218,36.97375000000001
219,38.02312500000001
220,39.072500000000005
221,39.072500000000005
222,39.072500000000005
223,39.072500000000005
224,39.072500000000005
225,39.072500000000005
226,39.072500000000005
227,39.072500000000005
228,39.072500000000005
229,39.072500000000005
230,39.072500000000005
231,39.072500000000005
232,39.072500000000005
233,40.55437500000001
234,42.03625000000001
235,43.51812500000001
236,45.000000000000014
237,43.09812500000002
238,41.19625000000002
239,39.294375000000024
240,37.39250000000003
241,37.70500000000003
242,38.01750000000003
243,38.33000000000003
244,38.64250000000003
245,38.95500000000003
246,39.26750000000003
247,39.58000000000003
248,39.89250000000003
249,40.20500000000003
250,40.51750000000003
251,40.83000000000003
252,41.14250000000003
253,43.356875000000024
254,45.57125000000002
255,47.78562500000002
256,50.000000000000014
257,50.000000000000014
258,50.000000000000014
259,50.000000000000014
260,50.000000000000014
261,49.851875000000014
262,49.703750000000014
263,49.55562500000001
264,49.40750000000001
265,49.25312500000001
266,49.09875000000001
267,48.94437500000001
268,48.790000000000006
269,48.477500000000006
270,48.165000000000006
271,47.852500000000006
272,47.540000000000006
273,46.66437500000001
274,45.78875000000001
275,44.91312500000001
276,44.03750000000001
277,43.87312500000001
278,43.70875000000001
279,43.54437500000001
280,43.38000000000001
281,43.22187500000001
282,43.06375000000001
283,42.905625000000015
284,42.74750000000002
285,42.74750000000002
286,42.74750000000002
287,42.74750000000002
288,42.74750000000002
289,43.310625000000016
290,43.873750000000015
291,44.436875000000015
292,45.000000000000014
293,42.468750000000014
294,39.937500000000014
295,37.406250000000014
296,34.875000000000014
297,34.875000000000014
298,34.875000000000014
299,34.875000000000014
300,34.875000000000014
301,33.31750000000002
302,31.76000000000002
303,30.202500000000022
304,28.64500000000002
305,27.108750000000022
306,25.572500000000023
307,24.036250000000024
308,22.500000000000025
309,23.963750000000026
310,25.427500000000027
311,26.891250000000028
312,28.35500000000003
313,28.35500000000003
314,28.35500000000003
315,28.35500000000003
316,28.35500000000003
317,29.22750000000003
318,30.100000000000033
319,30.972500000000036
320,31.845000000000038
321,33.381250000000044
322,34.91750000000005
323,36.45375000000005
324,37.99000000000005
325,39.057500000000054
326,40.12500000000006
327,41.19250000000006
328,42.26000000000006
329,42.26000000000006
330,42.26000000000006
331,42.26000000000006
332,42.26000000000006
333,43.257500000000064
334,44.25500000000007
335,45.25250000000007
336,46.25000000000007
337,46.56250000000007
338,46.87500000000007
339,47.18750000000007
340,47.50000000000007
341,47.81250000000007
342,48.12500000000007
343,48.43750000000007
344,48.75000000000007
345,49.06250000000007
346,49.37500000000007
347,49.68750000000007
348,50.00000000000007
349,50.00000000000007
350,50.00000000000007
351,50.00000000000007
352,50.00000000000007
353,50.00000000000007
354,50.00000000000007
355,50.00000000000007
356,50.00000000000007
357,50.00000000000007
358,50.00000000000007
359,50.00000000000007
360,50.00000000000007
361,50.00000000000007
362,50.00000000000007
363,50.00000000000007
364,50.00000000000007
365,50.00000000000007
366,50.00000000000007
367,50.00000000000007
368,50.00000000000007
369,50.00000000000007
370,50.00000000000007
371,50.00000000000007
372,50.00000000000007
373,49.68750000000007
374,49.37500000000007
375,49.06250000000007
376,48.75000000000007
377,48.75000000000007
378,48.75000000000007
379,48.75000000000007
380,48.75000000000007
381,48.43750000000007
382,48.12500000000007
383,47.81250000000007
384,47.50000000000007
385,47.18750000000007
386,46.87500000000007
387,46.56250000000007
388,46.25000000000007
389,46.25000000000007
390,46.25000000000007
391,46.25000000000007
392,46.25000000000007
393,45.93750000000007
394,45.62500000000007
395,45.31250000000007
396,45.00000000000007
397,45.00000000000007
398,45.00000000000007
399,45.00000000000007
400,45.00000000000007
401,45.00000000000007
402,45.00000000000007
403,45.00000000000007
404,45.00000000000007
405,45.31250000000007
406,45.62500000000007
407,45.93750000000007
408,46.25000000000007
409,46.56250000000007
410,46.87500000000007
411,47.18750000000007
412,47.50000000000007
413,47.81250000000007
414,48.12500000000007
415,48.43750000000007
416,48.75000000000007
417,48.75000000000007
418,48.75000000000007
419,48.75000000000007
420,48.75000000000007
421,48.43750000000007
422,48.12500000000007
423,47.81250000000007
424,47.50000000000007
425,47.18750000000007
426,46.87500000000007
427,46.56250000000007
428,46.25000000000007
429,45.93750000000007
430,45.62500000000007
431,45.31250000000007
432,45.00000000000007
433,45.00000000000007
434,45.00000000000007
435,45.00000000000007
436,45.00000000000007
437,45.31250000000007
438,45.62500000000007
439,45.93750000000007
440,46.25000000000007
441,46.56250000000007
442,46.87500000000007
443,47.18750000000007
444,47.50000000000007
445,47.871250000000074
446,48.24250000000008
447,48.61375000000008
448,48.985000000000085
449,50.335546875000084
450,51.68609375000008
451,53.03664062500008
452,54.38718750000008
453,55.42523437500008
454,56.46328125000008
455,57.50132812500008
456,58.53937500000008
457,59.57742187500008
458,60.615468750000076
459,61.65351562500008
460,62.69156250000009
461,63.67085937500009
462,64.6501562500001
463,65.6294531250001
464,66.6087500000001
465,66.6087500000001
466,66.6087500000001
467,66.6087500000001
468,66.6087500000001
469,66.6087500000001
470,66.6087500000001
471,66.6087500000001
472,66.6087500000001
473,66.6087500000001
474,66.6087500000001
475,66.6087500000001
476,66.6087500000001
477,66.6087500000001
478,66.6087500000001
479,66.6087500000001
480,66.6087500000001
481,66.6087500000001
482,66.6087500000001
483,66.6087500000001
484,66.6087500000001
485,66.6087500000001
486,66.6087500000001
487,66.6087500000001
488,66.6087500000001
489,66.6087500000001
490,66.6087500000001
491,66.6087500000001
492,66.6087500000001
493,66.6087500000001
494,66.6087500000001
495,66.6087500000001
496,66.6087500000001
497,66.6087500000001
498,66.6087500000001
499,66.6087500000001
500,66.6087500000001
501,66.6087500000001
502,66.6087500000001
503,66.6087500000001
504,66.6087500000001
505,66.6087500000001
506,66.6087500000001
507,66.6087500000001
508,66.6087500000001
509,66.6087500000001
510,66.6087500000001
511,66.6087500000001
512,66.6087500000001
513,66.6087500000001
514,66.6087500000001
515,66.6087500000001
516,66.6087500000001
517,65.2582031250001
518,63.907656250000095
519,62.55710937500009
520,61.206562500000096
521,59.856015625000104
522,58.505468750000105
523,57.154921875000106
524,55.80437500000011
525,54.45382812500011
526,53.10328125000011
527,51.75273437500011
528,50.40218750000011
529,49.05164062500011
530,47.70109375000011
531,46.35054687500011
532,45.000000000000114
533,45.099375000000116
534,45.19875000000012
535,45.29812500000012
536,45.39750000000012
537,45.59437500000012
538,45.79125000000012
539,45.98812500000012
540,46.185000000000116
541,46.185000000000116
542,46.185000000000116
543,46.185000000000116
544,46.185000000000116
545,46.185000000000116
546,46.185000000000116
547,46.185000000000116
548,46.185000000000116
549,46.085625000000114
550,45.98625000000011
551,45.88687500000011
552,45.78750000000011
553,45.59062500000011
554,45.39375000000011
555,45.19687500000011
556,45.000000000000114
557,45.000000000000114
558,45.000000000000114
559,45.000000000000114
560,45.000000000000114
561,45.000000000000114
562,45.000000000000114
563,45.000000000000114
564,45.000000000000114
565,45.000000000000114
566,45.000000000000114
567,45.000000000000114
568,45.000000000000114
569,45.000000000000114
570,45.000000000000114
571,45.000000000000114
572,45.000000000000114
573,45.000000000000114
574,45.000000000000114
575,45.000000000000114
576,45.000000000000114
577,45.000000000000114
578,45.000000000000114
579,45.000000000000114
580,45.000000000000114
581,45.000000000000114
582,45.000000000000114
583,45.000000000000114
584,45.000000000000114
585,45.312500000000114
586,45.625000000000114
587,45.937500000000114
588,46.250000000000114
589,46.562500000000114
590,46.875000000000114
591,47.187500000000114
592,47.500000000000114
593,47.812500000000114
594,48.125000000000114
595,48.437500000000114
596,48.750000000000114
597,49.062500000000114
598,49.375000000000114
599,49.687500000000114
600,50.000000000000114
601,49.687500000000114
602,49.375000000000114
603,49.062500000000114
604,48.750000000000114
605,48.437500000000114
606,48.125000000000114
607,47.812500000000114
608,47.500000000000114
609,47.187500000000114
610,46.875000000000114
611,46.562500000000114
612,46.250000000000114
613,44.94062500000011
614,43.63125000000011
615,42.321875000000105
616,41.0125000000001
617,41.0125000000001
618,41.0125000000001
619,41.0125000000001
620,41.0125000000001
621,41.0125000000001
622,41.0125000000001
623,41.0125000000001
624,41.0125000000001
625,41.0125000000001
626,41.0125000000001
627,41.0125000000001
628,41.0125000000001
629,42.009375000000105
630,43.00625000000011
631,44.00312500000011
632,45.000000000000114
633,45.000000000000114
634,45.000000000000114
635,45.000000000000114
636,45.000000000000114
637,45.000000000000114
638,45.000000000000114
639,45.000000000000114
640,45.000000000000114
641,44.975000000000115
642,44.95000000000012
643,44.92500000000012
644,44.90000000000012
645,44.90000000000012
646,44.90000000000012
647,44.90000000000012
648,44.90000000000012
649,44.90000000000012
650,44.90000000000012
651,44.90000000000012
652,44.90000000000012
653,44.90000000000012
654,44.90000000000012
655,44.90000000000012
656,44.90000000000012
657,44.92500000000012
658,44.95000000000012
659,44.975000000000115
660,45.000000000000114
661,43.00062500000011
662,41.00125000000011
663,39.00187500000011
664,37.00250000000011
665,35.00312500000011
666,33.00375000000011
667,31.00437500000011
668,29.00500000000011
669,26.75500000000011
670,24.50500000000011
671,22.25500000000011
672,20.00500000000011
673,17.19250000000011
674,14.38000000000011
675,11.56750000000011
676,8.75500000000011
677,7.941875000000109
678,7.1287500000001085
679,6.315625000000108
680,5.502500000000108
681,7.5018750000001075
682,9.501250000000109
683,11.50062500000011
684,13.50000000000011
685,15.75000000000011
686,18.00000000000011
687,20.25000000000011
688,22.50000000000011
689,25.31250000000011
690,28.12500000000011
691,30.93750000000011
692,33.750000000000114
693,36.562500000000114
694,39.375000000000114
695,42.187500000000114
696,45.000000000000114
697,45.000000000000114
698,45.000000000000114
699,45.000000000000114
700,45.000000000000114
701,45.000000000000114
702,45.000000000000114
703,45.000000000000114
704,45.000000000000114
705,45.000000000000114
706,45.000000000000114
707,45.000000000000114
708,45.000000000000114
709,42.750000000000114
710,40.500000000000114
711,38.250000000000114
712,36.000000000000114
713,36.000000000000114
714,36.000000000000114
715,36.000000000000114
716,36.000000000000114
717,36.000000000000114
718,36.000000000000114
719,36.000000000000114
720,36.000000000000114
721,36.000000000000114
722,36.000000000000114
723,36.000000000000114
724,36.000000000000114
725,36.26750000000011
726,36.53500000000011
727,36.80250000000011
728,37.07000000000011
729,37.07000000000011
730,37.07000000000011
731,37.07000000000011
732,37.07000000000011
733,37.07000000000011
734,37.07000000000011
735,37.07000000000011
736,37.07000000000011
737,37.07000000000011
738,37.07000000000011
739,37.07000000000011
740,37.07000000000011
741,39.05250000000011
742,41.03500000000011
743,43.01750000000011
744,45.000000000000114
745,43.08625000000011
746,41.17250000000011
747,39.25875000000011
748,37.34500000000011
749,37.34500000000011
750,37.34500000000011
751,37.34500000000011
752,37.34500000000011
753,37.34500000000011
754,37.34500000000011
755,37.34500000000011
756,37.34500000000011
757,37.34500000000011
758,37.34500000000011
759,37.34500000000011
760,37.34500000000011
761,39.25875000000011
762,41.17250000000011
763,43.08625000000011
764,45.000000000000114
765,45.000000000000114
766,45.000000000000114
767,45.000000000000114
768,45.000000000000114
769,45.000000000000114
770,45.000000000000114
771,45.000000000000114
772,45.000000000000114
773,45.000000000000114
774,45.000000000000114
775,45.000000000000114
776,45.000000000000114
777,42.187500000000114
778,39.375000000000114
779,36.562500000000114
780,33.750000000000114
781,33.750000000000114
782,33.750000000000114
783,33.750000000000114
784,33.750000000000114
785,33.750000000000114
786,33.750000000000114
787,33.750000000000114
788,33.750000000000114
789,33.750000000000114
790,33.750000000000114
791,33.750000000000114
792,33.750000000000114
793,36.562500000000114
794,39.375000000000114
795,42.187500000000114
796,45.000000000000114
797,42.187500000000114
798,39.375000000000114
799,36.562500000000114
800,33.750000000000114
801,30.937500000000114
802,28.125000000000114
803,25.312500000000114
804,22.500000000000114
805,19.687500000000114
806,16.875000000000114
807,14.062500000000114
808,11.250000000000114
809,8.437500000000114
810,5.625000000000114
811,2.8125000000001137
812,1.1368683772161603e-13
813,1.1368683772161603e-13
814,1.1368683772161603e-13
815,1.1368683772161603e-13
816,1.1368683772161603e-13
817,0.5625000000001137
818,1.1250000000001137
819,1.6875000000001137
820,2.2500000000001137
821,5.062500000000114
822,7.875000000000114
823,10.687500000000114
824,13.500000000000114
825,14.062500000000114
826,14.625000000000114
827,15.187500000000114
828,15.750000000000114
829,16.312500000000114
830,16.875000000000114
831,17.437500000000114
832,18.000000000000114
833,20.250000000000114
834,22.500000000000114
835,24.750000000000114
836,27.000000000000114
837,27.000000000000114
838,27.000000000000114
839,27.000000000000114
840,27.000000000000114
841,27.000000000000114
842,27.000000000000114
843,27.000000000000114
844,27.000000000000114
845,27.000000000000114
846,27.000000000000114
847,27.000000000000114
848,27.000000000000114
849,24.750000000000114
850,22.500000000000114
851,20.250000000000114
852,18.000000000000114
853,15.750000000000114
854,13.500000000000114
855,11.250000000000114
856,9.000000000000114
857,8.437500000000114
858,7.875000000000114
859,7.312500000000114
860,6.750000000000114
861,6.187500000000114
862,5.625000000000114
863,5.062500000000114
864,4.500000000000114
865,3.9375000000001137
866,3.3750000000001137
867,2.8125000000001137
868,2.2500000000001137
869,1.6875000000001137
870,1.1250000000001137
871,0.5625000000001137
872,1.1368683772161603e-13
873,1.1368683772161603e-13
874,1.1368683772161603e-13
875,1.1368683772161603e-13
876,1.1368683772161603e-13
877,1.1368683772161603e-13
878,1.1368683772161603e-13
879,1.1368683772161603e-13
880,1.1368683772161603e-13
881,1.1368683772161603e-13
882,1.1368683772161603e-13
883,1.1368683772161603e-13
884,1.1368683772161603e-13
885,1.1368683772161603e-13
886,1.1368683772161603e-13
887,1.1368683772161603e-13
888,1.1368683772161603e-13
889,0.5625000000001137
890,1.1250000000001137
891,1.6875000000001137
892,2.2500000000001137
893,2.8125000000001137
894,3.3750000000001137
895,3.9375000000001137
896,4.500000000000114
897,4.500000000000114
898,4.500000000000114
899,4.500000000000114
900,4.500000000000114
901,4.500000000000114
902,4.500000000000114
903,4.500000000000114
904,4.500000000000114
905,4.500000000000114
906,4.500000000000114
907,4.500000000000114
908,4.500000000000114
909,4.500000000000114
910,4.500000000000114
911,4.500000000000114
912,4.500000000000114
913,5.062500000000114
914,5.625000000000114
915,6.187500000000114
916,6.750000000000114
917,9.562500000000114
918,12.375000000000114
919,15.187500000000114
920,18.000000000000114
921,20.250000000000114
922,22.500000000000114
923,24.750000000000114
924,27.000000000000114
925,29.250000000000114
926,31.500000000000114
927,33.750000000000114
928,36.000000000000114
929,38.250000000000114
930,40.500000000000114
931,42.750000000000114
932,45.000000000000114
933,45.000000000000114
934,45.000000000000114
935,45.000000000000114
936,45.000000000000114
937,45.000000000000114
938,45.000000000000114
939,45.000000000000114
940,45.000000000000114
941,42.750000000000114
942,40.500000000000114
943,38.250000000000114
944,36.000000000000114
945,36.000000000000114
946,36.000000000000114
947,36.000000000000114
948,36.000000000000114
949,36.000000000000114
950,36.000000000000114
951,36.000000000000114
952,36.000000000000114
953,36.000000000000114
954,36.000000000000114
955,36.000000000000114
956,36.000000000000114
957,35.437500000000114
958,34.875000000000114
959,34.312500000000114
960,33.750000000000114
961,30.937500000000114
962,28.125000000000114
963,25.312500000000114
964,22.500000000000114
965,19.687500000000114
966,16.875000000000114
967,14.062500000000114
968,11.250000000000114
969,8.437500000000114
970,5.625000000000114
971,2.8125000000001137
972,1.1368683772161603e-13
973,2.8125000000001137
974,5.625000000000114
975,8.437500000000114
976,11.250000000000114
977,14.062500000000114
978,16.875000000000114
979,19.687500000000114
980,22.500000000000114
981,22.500000000000114
982,22.500000000000114
983,22.500000000000114
984,22.500000000000114
985,22.500000000000114
986,22.500000000000114
987,22.500000000000114
988,22.500000000000114
989,19.687500000000114
990,16.875000000000114
991,14.062500000000114
992,11.250000000000114
993,8.437500000000114
994,5.625000000000114
995,2.8125000000001137
996,1.1368683772161603e-13
997,1.1368683772161603e-13
998,1.1368683772161603e-13
999,1.1368683772161603e-13
1000,1.1368683772161603e-13
1001,1.1368683772161603e-13
1002,1.1368683772161603e-13
1003,1.1368683772161603e-13
1004,1.1368683772161603e-13
1005,1.1368683772161603e-13
1006,1.1368683772161603e-13
1007,1.1368683772161603e-13
1008,1.1368683772161603e-13
1009,1.1368683772161603e-13
1010,1.1368683772161603e-13
1011,1.1368683772161603e-13
1012,1.1368683772161603e-13
1013,2.8125000000001137
1014,5.625000000000114
1015,8.437500000000114
1016,11.250000000000114
1017,14.062500000000114
1018,16.875000000000114
1019,19.687500000000114
1020,22.500000000000114
1021,23.062500000000114
1022,23.625000000000114
1023,24.187500000000114
1024,24.750000000000114
1025,27.562500000000114
1026,30.375000000000114
1027,33.187500000000114
1028,36.000000000000114
1029,33.750000000000114
1030,31.500000000000114
1031,29.250000000000114
1032,27.000000000000114
1033,27.000000000000114
1034,27.000000000000114
1035,27.000000000000114
1036,27.000000000000114
1037,29.250000000000114
1038,31.500000000000114
1039,33.750000000000114
1040,36.000000000000114
1041,36.000000000000114
1042,36.000000000000114
1043,36.000000000000114
1044,36.000000000000114
1045,35.437500000000114
1046,34.875000000000114
1047,34.312500000000114
1048,33.750000000000114
1049,30.937500000000114
1050,28.125000000000114
1051,25.312500000000114
1052,22.500000000000114
1053,19.687500000000114
1054,16.875000000000114
1055,14.062500000000114
1056,11.250000000000114
1057,8.437500000000114
1058,5.625000000000114
1059,2.8125000000001137
1060,1.1368683772161603e-13
1061,1.1368683772161603e-13
1062,1.1368683772161603e-13
1063,1.1368683772161603e-13
1064,1.1368683772161603e-13
1065,1.1368683772161603e-13
1066,1.1368683772161603e-13
1067,1.1368683772161603e-13
1068,1.1368683772161603e-13
1069,1.1368683772161603e-13
1070,1.1368683772161603e-13
1071,1.1368683772161603e-13
1072,1.1368683772161603e-13
1073,2.8125000000001137
1074,5.625000000000114
1075,8.437500000000114
1076,11.250000000000114
1077,14.062500000000114
1078,16.875000000000114
1079,19.687500000000114
1080,22.500000000000114
1081,25.312500000000114
1082,28.125000000000114
1083,30.937500000000114
1084,33.750000000000114
1085,36.562500000000114
1086,39.375000000000114
1087,42.187500000000114
1088,45.000000000000114
1089,42.187500000000114
1090,39.375000000000114
1091,36.562500000000114
1092,33.750000000000114
1093,30.937500000000114
1094,28.125000000000114
1095,25.312500000000114
1096,22.500000000000114
1097,19.687500000000114
1098,16.875000000000114
1099,14.062500000000114
1100,11.250000000000114
1101,8.437500000000114
1102,5.625000000000114
1103,2.8125000000001137
1104,1.1368683772161603e-13
1105,2.8125000000001137
1106,5.625000000000114
1107,8.437500000000114
1108,11.250000000000114
1109,14.062500000000114
1110,16.875000000000114
1111,19.687500000000114
1112,22.500000000000114
1113,23.062500000000114
1114,23.625000000000114
1115,24.187500000000114
1116,24.750000000000114
1117,27.562500000000114
1118,30.375000000000114
1119,33.187500000000114
1120,36.000000000000114
1121,33.28250000000011
1122,30.56500000000011
1123,27.84750000000011
1124,25.13000000000011
1125,25.13000000000011
1126,25.13000000000011
1127,25.13000000000011
1128,25.13000000000011
1129,27.38000000000011
1130,29.63000000000011
1131,31.88000000000011
1132,34.13000000000011
1133,34.13000000000011
1134,34.13000000000011
1135,34.13000000000011
1136,34.13000000000011
1137,34.13000000000011
1138,34.13000000000011
1139,34.13000000000011
1140,34.13000000000011
1141,34.13000000000011
1142,34.13000000000011
1143,34.13000000000011
1144,34.13000000000011
1145,31.31750000000011
1146,28.50500000000011
1147,25.69250000000011
1148,22.88000000000011
1149,20.06750000000011
1150,17.25500000000011
1151,14.44250000000011
1152,11.63000000000011
1153,11.535000000000108
1154,11.440000000000108
1155,11.345000000000107
1156,11.250000000000107
1157,8.437500000000107
1158,5.625000000000107
1159,2.8125000000001066
1160,1.0658141036401503e-13
1161,1.0658141036401503e-13
1162,1.0658141036401503e-13
1163,1.0658141036401503e-13
1164,1.0658141036401503e-13
1165,1.0658141036401503e-13
1166,1.0658141036401503e-13
1167,1.0658141036401503e-13
1168,1.0658141036401503e-13
1169,2.8125000000001066
1170,5.625000000000107
1171,8.437500000000107
1172,11.250000000000107
1173,14.062500000000107
1174,16.875000000000107
1175,19.687500000000107
1176,22.500000000000107
1177,25.312500000000107
1178,28.125000000000107
1179,30.937500000000107
1180,33.75000000000011
1181,36.56250000000011
1182,39.37500000000011
1183,42.18750000000011
1184,45.00000000000011
1185,45.00000000000011
1186,45.00000000000011
1187,45.00000000000011
1188,45.00000000000011
1189,45.00000000000011
1190,45.00000000000011
1191,45.00000000000011
1192,45.00000000000011
1193,45.00000000000011
1194,45.00000000000011
1195,45.00000000000011
1196,45.00000000000011
1197,45.00000000000011
1198,45.00000000000011
1199,45.00000000000011
1200,45.00000000000011
1201,45.00000000000011
1202,45.00000000000011
1203,45.00000000000011
1204,45.00000000000011
1205,45.00000000000011
1206,45.00000000000011
1207,45.00000000000011
1208,45.00000000000011
1209,45.00000000000011
1210,45.00000000000011
1211,45.00000000000011
1212,45.00000000000011
1213,45.00000000000011
1214,45.00000000000011
1215,45.00000000000011
1216,45.00000000000011
1217,45.00000000000011
1218,45.00000000000011
1219,45.00000000000011
1220,45.00000000000011
1221,42.75000000000011
1222,40.50000000000011
1223,38.25000000000011
1224,36.00000000000011
1225,36.00000000000011
1226,36.00000000000011
1227,36.00000000000011
1228,36.00000000000011
1229,36.00000000000011
1230,36.00000000000011
1231,36.00000000000011
1232,36.00000000000011
1233,36.00000000000011
1234,36.00000000000011
1235,36.00000000000011
1236,36.00000000000011
1237,38.25000000000011
1238,40.50000000000011
1239,42.75000000000011
1240,45.00000000000011
1241,45.00000000000011
1242,45.00000000000011
1243,45.00000000000011
1244,45.00000000000011
1245,42.68562500000011
1246,40.37125000000011
1247,38.05687500000011
1248,35.74250000000011
1249,33.428125000000115
1250,31.113750000000117
1251,28.79937500000012
1252,26.48500000000012
1253,23.67250000000012
1254,20.86000000000012
1255,18.04750000000012
1256,15.23500000000012
1257,15.23500000000012
1258,15.23500000000012
1259,15.23500000000012
1260,15.23500000000012
1261,14.73687500000012
1262,14.23875000000012
1263,13.74062500000012
1264,13.24250000000012
1265,15.55687500000012
1266,17.871250000000117
1267,20.185625000000115
1268,22.500000000000114
1269,25.312500000000114
1270,28.125000000000114
1271,30.937500000000114
1272,33.750000000000114
1273,33.750000000000114
1274,33.750000000000114
1275,33.750000000000114
1276,33.750000000000114
1277,33.750000000000114
1278,33.750000000000114
1279,33.750000000000114
1280,33.750000000000114
1281,30.937500000000114
1282,28.125000000000114
1283,25.312500000000114
1284,22.500000000000114
1285,19.687500000000114
1286,16.875000000000114
1287,14.062500000000114
1288,11.250000000000114
1289,8.437500000000114
1290,5.625000000000114
1291,2.8125000000001137
1292,1.1368683772161603e-13
1293,0.5625000000001137
1294,1.1250000000001137
1295,1.6875000000001137
1296,2.2500000000001137
1297,5.062500000000114
1298,7.875000000000114
1299,10.687500000000114
1300,13.500000000000114
1301,16.312500000000114
1302,19.125000000000114
1303,21.937500000000114
1304,24.750000000000114
1305,27.562500000000114
1306,30.375000000000114
1307,33.187500000000114
1308,36.000000000000114
1309,38.250000000000114
1310,40.500000000000114
1311,42.750000000000114
1312,45.000000000000114
1313,45.000000000000114
1314,45.000000000000114
1315,45.000000000000114
1316,45.000000000000114
1317,45.000000000000114
1318,45.000000000000114
1319,45.000000000000114
1320,45.000000000000114
1321,45.000000000000114
1322,45.000000000000114
1323,45.000000000000114
1324,45.000000000000114
1325,45.000000000000114
1326,45.000000000000114
1327,45.000000000000114
1328,45.000000000000114
1329,45.000000000000114
1330,45.000000000000114
1331,45.000000000000114
1332,45.000000000000114
1333,45.000000000000114
1334,45.000000000000114
1335,45.000000000000114
1336,45.000000000000114
1337,45.000000000000114
1338,45.000000000000114
1339,45.000000000000114
1340,45.000000000000114
1341,42.187500000000114
1342,39.375000000000114
1343,36.562500000000114
1344,33.750000000000114
1345,31.500000000000114
1346,29.250000000000114
1347,27.000000000000114
1348,24.750000000000114
1349,21.937500000000114
1350,19.125000000000114
1351,16.312500000000114
1352,13.500000000000114
1353,10.687500000000114
1354,7.875000000000114
1355,5.062500000000114
1356,2.2500000000001137
1357,5.062500000000114
1358,7.875000000000114
1359,10.687500000000114
1360,13.500000000000114
1361,15.750000000000114
1362,18.000000000000114
1363,20.250000000000114
1364,22.500000000000114
1365,25.312500000000114
1366,28.125000000000114
1367,30.937500000000114
1368,33.750000000000114
1369,36.562500000000114
1370,39.375000000000114
1371,42.187500000000114
1372,45.000000000000114
1373,42.750000000000114
1374,40.500000000000114
1375,38.250000000000114
1376,36.000000000000114
1377,33.187500000000114
1378,30.375000000000114
1379,27.562500000000114
1380,24.750000000000114
1381,21.937500000000114
1382,19.125000000000114
1383,16.312500000000114
1384,13.500000000000114
1385,10.687500000000114
1386,7.875000000000114
1387,5.062500000000114
1388,2.2500000000001137
1389,1.9687500000001137
1390,1.6875000000001137
1391,1.4062500000001137
